# entry       : 12196 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1964 
# author      : E.Haddad 
# institute   : 1USAGA 
# reference   : (J,NIM,31,125,64) 
# facilitie   : {'x4code': 'LINAC'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      8.60000E-06      0.00000E+00      1.05000E+04      0.00000E+00       # Lab                   
      9.00000E-06      0.00000E+00      7.90000E+03      0.00000E+00       # Lab                   
      9.50000E-06      0.00000E+00      5.90000E+03      0.00000E+00       # Lab                   
      1.00000E-05      0.00000E+00      5.40000E+03      0.00000E+00       # Lab                   
      1.04000E-05      0.00000E+00      4.75000E+03      0.00000E+00       # Lab                   
      1.08000E-05      0.00000E+00      3.65000E+03      0.00000E+00       # Lab                   
      1.18000E-05      0.00000E+00      3.29000E+03      0.00000E+00       # Lab                   
      1.28000E-05      0.00000E+00      2.08000E+03      0.00000E+00       # Lab                   
      1.39000E-05      0.00000E+00      2.26000E+03      0.00000E+00       # Lab                   
      1.58000E-05      0.00000E+00      1.59000E+03      0.00000E+00       # Lab                   
      1.78000E-05      0.00000E+00      1.18000E+03      0.00000E+00       # Lab                   
      1.98000E-05      0.00000E+00      9.40000E+02      0.00000E+00       # Lab                   
      2.23000E-05      0.00000E+00      7.30000E+02      0.00000E+00       # Lab                   
      3.50000E-05      0.00000E+00      6.10000E+02      0.00000E+00       # Lab                   
      3.96000E-05      0.00000E+00      8.60000E+02      0.00000E+00       # Lab                   
      4.40000E-05      0.00000E+00      1.10000E+03      0.00000E+00       # Lab                   
      4.55000E-05      0.00000E+00      1.34000E+03      0.00000E+00       # Lab                   
      4.60000E-05      0.00000E+00      5.45000E+03      0.00000E+00       # Lab                   
      4.65000E-05      0.00000E+00      1.00200E+04      0.00000E+00       # Lab                   
      4.69000E-05      0.00000E+00      2.13000E+03      0.00000E+00       # Lab                   
      4.75000E-05      0.00000E+00      1.13000E+03      0.00000E+00       # Lab                   
      4.85000E-05      0.00000E+00      1.03000E+03      0.00000E+00       # Lab                   
      5.05000E-05      0.00000E+00      1.68000E+03      0.00000E+00       # Lab                   
      5.16000E-05      0.00000E+00      1.93000E+03      0.00000E+00       # Lab                   
      5.35000E-05      0.00000E+00      2.74000E+03      0.00000E+00       # Lab                   
      5.55000E-05      0.00000E+00      5.35000E+03      0.00000E+00       # Lab                   
      5.64000E-05      0.00000E+00      8.20000E+03      0.00000E+00       # Lab                   
      5.75000E-05      0.00000E+00      2.90000E+04      0.00000E+00       # Lab                   
      5.85000E-05      0.00000E+00      1.48000E+05      0.00000E+00       # Lab                   
      5.90000E-05      0.00000E+00      4.40000E+04      0.00000E+00       # Lab                   
      5.99000E-05      0.00000E+00      2.03000E+06      0.00000E+00       # Lab                   
      6.10000E-05      0.00000E+00      5.90000E+05      0.00000E+00       # Lab                   
      6.20000E-05      0.00000E+00      2.60000E+04      0.00000E+00       # Lab                   
      6.20000E-05      0.00000E+00      7.80000E+04      0.00000E+00       # Lab                   
      6.20000E-05      0.00000E+00      2.60000E+04      0.00000E+00       # Lab                   
      6.20000E-05      0.00000E+00      7.80000E+04      0.00000E+00       # Lab                   
      6.30000E-05      0.00000E+00      1.17000E+04      0.00000E+00       # Lab                   
      6.35000E-05      0.00000E+00      7.40000E+03      0.00000E+00       # Lab                   
      6.40000E-05      0.00000E+00      4.15000E+03      0.00000E+00       # Lab                   
      6.45000E-05      0.00000E+00      3.25000E+03      0.00000E+00       # Lab                   
      6.75000E-05      0.00000E+00      1.73000E+03      0.00000E+00       # Lab                   
      6.95000E-05      0.00000E+00      1.27000E+03      0.00000E+00       # Lab                   
      7.20000E-05      0.00000E+00      1.13000E+03      0.00000E+00       # Lab                   
      7.35000E-05      0.00000E+00      1.58000E+03      0.00000E+00       # Lab                   
      7.45000E-05      0.00000E+00      1.83000E+03      0.00000E+00       # Lab                   
      7.55000E-05      0.00000E+00      2.18000E+03      0.00000E+00       # Lab                   
      7.65000E-05      0.00000E+00      3.90000E+03      0.00000E+00       # Lab                   
