# entry       : 12192 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1965 
# author      : H.A.Grench 
# institute   : 1USALOK 
# reference   : (R,EANDC(US)-79,72,65) 
# facilitie   : None
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      1.43000E-01      3.20000E-02      3.32000E+02      1.90000E+01       # Lab                   
      2.23000E-01      3.50000E-02      2.83000E+02      1.60000E+01       # Lab                   
      3.18000E-01      3.30000E-02      2.37000E+02      1.40000E+01       # Lab                   
      4.26000E-01      2.90000E-02      1.79000E+02      1.00000E+01       # Lab                   
      5.25000E-01      3.10000E-02      1.50300E+02      8.60000E+00       # Lab                   
      6.09000E-01      3.10000E-02      1.25200E+02      7.20000E+00       # Lab                   
      7.24000E-01      3.10000E-02      1.09900E+02      6.30000E+00       # Lab                   
      8.24000E-01      3.40000E-02      1.00800E+02      5.80000E+00       # Lab                   
      9.26000E-01      3.40000E-02      9.40000E+01      5.40000E+00       # Lab                   
      1.02700E+00      3.00000E-02      8.26000E+01      4.70000E+00       # Lab                   
      1.08500E+00      3.20000E-02      8.36000E+01      4.80000E+00       # Lab                   
      1.22300E+00      3.40000E-02      7.99000E+01      4.60000E+00       # Lab                   
