# entry       : 23152 
# subentry    : 003 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG,,MXW,DERIV) 
# year        : 2011 
# author      : C.Lederer 
# institute   : 2FR FR  
# reference   : (J,PR/C,83,034608,2011) 
# facility    : {'type': 'SYNCY', 'x4code': '2ZZZCER'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      5.00000E-03      0.00000E+00      1.97000E+03      0.00000E+00       # Lab                   
      6.00000E-03      0.00000E+00      1.72900E+03      0.00000E+00       # Lab                   
      7.00000E-03      0.00000E+00      1.55000E+03      0.00000E+00       # Lab                   
      8.00000E-03      0.00000E+00      1.41200E+03      0.00000E+00       # Lab                   
      9.00000E-03      0.00000E+00      1.30200E+03      0.00000E+00       # Lab                   
      1.00000E-02      0.00000E+00      1.21200E+03      0.00000E+00       # Lab                   
      1.25000E-02      0.00000E+00      1.04400E+03      0.00000E+00       # Lab                   
      1.50000E-02      0.00000E+00      9.27000E+02      0.00000E+00       # Lab                   
      1.75000E-02      0.00000E+00      8.41000E+02      0.00000E+00       # Lab                   
      2.00000E-02      0.00000E+00      7.75000E+02      0.00000E+00       # Lab                   
      2.50000E-02      0.00000E+00      6.78000E+02      0.00000E+00       # Lab                   
      3.00000E-02      0.00000E+00      6.11000E+02      0.00000E+00       # Lab                   
      3.50000E-02      0.00000E+00      5.60000E+02      0.00000E+00       # Lab                   
      4.00000E-02      0.00000E+00      5.21000E+02      0.00000E+00       # Lab                   
      4.50000E-02      0.00000E+00      4.90000E+02      0.00000E+00       # Lab                   
      5.00000E-02      0.00000E+00      4.64000E+02      0.00000E+00       # Lab                   
      6.00000E-02      0.00000E+00      4.23000E+02      0.00000E+00       # Lab                   
      7.00000E-02      0.00000E+00      3.92000E+02      0.00000E+00       # Lab                   
      8.50000E-02      0.00000E+00      3.57000E+02      0.00000E+00       # Lab                   
      1.00000E-01      0.00000E+00      3.30000E+02      0.00000E+00       # Lab                   
