# entry       : 12197 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1965 
# author      : K.K.Harris 
# institute   : 1USALOK 
# reference   : (J,NP,69,37,196507) 
# facility    : {'type': 'VDG', 'x4code': '1USALOK'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      1.31000E-02      9.70000E-03      1.25200E+03      1.61000E+02       # Lab                   
      2.32000E-02      1.29000E-02      7.61000E+02      6.40000E+01       # Lab                   
      3.60000E-02      1.49000E-02      6.23000E+02      4.60000E+01       # Lab                   
      5.35000E-02      1.63000E-02      4.40000E+02      2.20000E+01       # Lab                   
      6.97000E-02      2.04000E-02      3.84000E+02      1.70000E+01       # Lab                   
      8.94000E-02      2.41000E-02      3.59000E+02      1.40000E+01       # Lab                   
      1.29300E-01      2.98000E-02      2.90800E+02      1.10000E+01       # Lab                   
      1.68800E-01      3.54000E-02      2.78700E+02      1.20000E+01       # Lab                   
      2.32300E-01      3.48000E-02      2.67200E+02      1.20000E+01       # Lab                   
      2.84200E-01      4.21000E-02      2.22300E+02      8.40000E+00       # Lab                   
      3.72100E-01      5.01000E-02      1.81500E+02      7.20000E+00       # Lab                   
      5.08600E-01      6.05000E-02      1.30000E+02      4.70000E+00       # Lab                   
      5.55200E-01      6.12000E-02      1.15500E+02      4.80000E+00       # Lab                   
      6.91200E-01      6.79000E-02      9.28000E+01      3.20000E+00       # Lab                   
