# entry       : 22370 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG,,AV) 
# year        : 1996 
# author      : S.Yamamoto 
# institute   : 2JPNKTO 
# reference   : (J,NST,33,(11),815,199611) 
# facility    : {'x4code': 'LINAC'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      1.34000E-08      0.00000E+00      1.17700E+05      0.00000E+00       # Lab                   
      2.13000E-08      0.00000E+00      9.41000E+04      0.00000E+00       # Lab                   
      3.38000E-08      0.00000E+00      7.57000E+04      0.00000E+00       # Lab                   
      5.38000E-08      0.00000E+00      6.12000E+04      0.00000E+00       # Lab                   
      8.55000E-08      0.00000E+00      4.94000E+04      0.00000E+00       # Lab                   
      1.36000E-07      0.00000E+00      4.03000E+04      0.00000E+00       # Lab                   
      2.17000E-07      0.00000E+00      3.34000E+04      0.00000E+00       # Lab                   
      3.47000E-07      0.00000E+00      2.83000E+04      0.00000E+00       # Lab                   
      5.54000E-07      0.00000E+00      2.53000E+04      0.00000E+00       # Lab                   
      8.86000E-07      0.00000E+00      2.47000E+04      0.00000E+00       # Lab                   
