# entry       : 40650 
# subentry    : 003 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1962 
# author      : G.N.Smirenkin 
# institute   : 4RUSFEI 
# reference   : (J,AE,13,(4),366,1962) 
# facility    : {'x4code': 'VDG'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      2.90000E-01      0.00000E+00      1.66000E+03      0.00000E+00
      3.50000E-01      0.00000E+00      1.68000E+03      0.00000E+00
      4.00000E-01      0.00000E+00      1.65000E+03      0.00000E+00
      4.80000E-01      0.00000E+00      1.64000E+03      0.00000E+00
      5.20000E-01      0.00000E+00      1.60000E+03      0.00000E+00
      5.50000E-01      0.00000E+00      1.57000E+03      0.00000E+00
      5.80000E-01      0.00000E+00      1.59000E+03      0.00000E+00
      6.00000E-01      0.00000E+00      1.55000E+03      0.00000E+00
      6.20000E-01      0.00000E+00      1.59000E+03      0.00000E+00
      6.80000E-01      0.00000E+00      1.64000E+03      0.00000E+00
      7.30000E-01      0.00000E+00      1.61000E+03      0.00000E+00
      7.80000E-01      0.00000E+00      1.65000E+03      0.00000E+00
      8.20000E-01      0.00000E+00      1.71000E+03      0.00000E+00
      8.50000E-01      0.00000E+00      1.69000E+03      0.00000E+00
      8.90000E-01      0.00000E+00      1.67000E+03      0.00000E+00
      9.20000E-01      0.00000E+00      1.66000E+03      0.00000E+00
      9.60000E-01      0.00000E+00      1.61000E+03      0.00000E+00
      9.90000E-01      0.00000E+00      1.66000E+03      0.00000E+00
      1.02000E+00      0.00000E+00      1.66000E+03      0.00000E+00
      1.06000E+00      0.00000E+00      1.68000E+03      0.00000E+00
      1.07000E+00      0.00000E+00      1.65000E+03      0.00000E+00
      1.12000E+00      0.00000E+00      1.69000E+03      0.00000E+00
      1.16000E+00      0.00000E+00      1.70000E+03      0.00000E+00
      1.18000E+00      0.00000E+00      1.75000E+03      0.00000E+00
      1.22000E+00      0.00000E+00      1.74000E+03      0.00000E+00
      1.27000E+00      0.00000E+00      1.79000E+03      0.00000E+00
      1.30000E+00      0.00000E+00      1.80000E+03      0.00000E+00
      1.33000E+00      0.00000E+00      1.84000E+03      0.00000E+00
      1.38000E+00      0.00000E+00      1.82000E+03      0.00000E+00
      1.42000E+00      0.00000E+00      1.82000E+03      0.00000E+00
      1.47000E+00      0.00000E+00      1.84000E+03      0.00000E+00
      1.52000E+00      0.00000E+00      1.85000E+03      0.00000E+00
      1.58000E+00      0.00000E+00      1.90000E+03      0.00000E+00
      1.65000E+00      0.00000E+00      1.88000E+03      0.00000E+00
      1.69000E+00      0.00000E+00      1.95000E+03      0.00000E+00
      1.77000E+00      0.00000E+00      1.92000E+03      0.00000E+00
      1.83000E+00      0.00000E+00      1.96000E+03      0.00000E+00
      1.93000E+00      0.00000E+00      1.93000E+03      0.00000E+00
      2.02000E+00      0.00000E+00      1.96000E+03      0.00000E+00
      2.12000E+00      0.00000E+00      1.94000E+03      0.00000E+00
      2.20000E+00      0.00000E+00      1.97000E+03      0.00000E+00
      2.30000E+00      0.00000E+00      1.95000E+03      0.00000E+00
      2.39000E+00      0.00000E+00      1.97000E+03      0.00000E+00
      2.53000E+00      0.00000E+00      1.95000E+03      0.00000E+00
