# entry       : 40487 
# subentry    : 007 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1979 
# author      : Yu.V.Ryabov 
# institute   : 4RUSJIA 
# reference   : (J,AE,46,154,1979) 
# facility    : {'type': 'REAC', 'x4code': '4ZZZDUB'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.50000E-05      5.00000E-06      9.86480E+04      9.20000E+02
      2.50000E-05      5.00000E-06      3.24780E+04      1.90300E+03
      3.50000E-05      5.00000E-06      3.97800E+03      5.21000E+02
      4.50000E-05      5.00000E-06      2.55700E+04      1.33700E+03
      5.50000E-05      5.00000E-06      7.16230E+04      1.71100E+03
      6.50000E-05      5.00000E-06      5.74000E+04      5.36000E+02
      7.50000E-05      5.00000E-06      6.36430E+04      7.14000E+02
      8.50000E-05      5.00000E-06      6.58800E+04      1.27300E+03
      9.50000E-05      5.00000E-06      3.16230E+04      5.86000E+02
      1.50000E-04      5.00000E-05      1.83100E+04      4.18000E+02
      2.50000E-04      5.00000E-05      1.77350E+04      3.28000E+02
      3.50000E-04      5.00000E-05      8.64500E+03      3.10000E+02
      4.50000E-04      5.00000E-05      9.52400E+03      5.39000E+02
      5.50000E-04      5.00000E-05      1.58480E+04      6.24000E+02
      6.50000E-04      5.00000E-05      4.92300E+03      3.03000E+02
      7.50000E-04      5.00000E-05      5.84500E+03      3.78000E+02
      8.50000E-04      5.00000E-05      5.23300E+03      2.17000E+02
      9.50000E-04      5.00000E-05      8.71800E+03      2.85000E+02
      1.50000E-03      5.00000E-04      4.49500E+03      2.63000E+02
      2.50000E-03      5.00000E-04      3.21500E+03      8.70000E+02
