# entry       : 40156 
# subentry    : 006 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1964 
# author      : K.G.Ignatev 
# institute   : 4RUSITE 
# reference   : (J,AE,16,(2),110,1964) 
# facility    : {'type': 'CYCLO', 'x4code': '4RUSITE'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      3.17000E-06      0.00000E+00      1.20000E+04      5.00000E+02
      3.45000E-06      0.00000E+00      1.05000E+04      5.00000E+02
      3.78000E-06      0.00000E+00      9.40000E+03      5.00000E+02
      6.02000E-06      0.00000E+00      6.00000E+03      5.00000E+02
      6.45000E-06      0.00000E+00      7.20000E+03      4.00000E+02
      6.78000E-06      0.00000E+00      6.50000E+03      4.00000E+02
      6.93000E-06      0.00000E+00      1.06000E+04      8.00000E+02
      7.12000E-06      0.00000E+00      1.36000E+04      1.00000E+03
      8.37000E-06      0.00000E+00      9.90000E+03      1.00000E+03
      8.48000E-06      0.00000E+00      6.70000E+03      7.00000E+02
      8.61000E-06      0.00000E+00      4.80000E+03      5.00000E+02
      8.78000E-06      0.00000E+00      5.00000E+03      5.00000E+02
      9.02000E-06      0.00000E+00      4.40000E+03      5.00000E+02
      9.26000E-06      0.00000E+00      4.50000E+03      5.00000E+02
      9.56000E-06      0.00000E+00      5.50000E+03      6.00000E+02
      1.95800E-05      0.00000E+00      4.90000E+03      5.00000E+02
      2.00000E-05      0.00000E+00      2.40000E+03      5.00000E+02
      2.04200E-05      0.00000E+00      2.80000E+03      4.00000E+02
      3.01500E-05      0.00000E+00      1.80000E+03      2.00000E+02
