# entry       : 20002 
# subentry    : 002 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1968 
# author      : B.H.Patrick 
# institute   : 2UK HAR 
# reference   : (R,EANDC(UK)-96,1968) 
# facility    : {'type': 'LINAC', 'x4code': '2UK HAR'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.00000E-04      2.50000E-15      1.44000E+04      2.04000E+03
      1.00040E-04      2.50000E-15      1.63000E+04      1.97000E+03
      1.00070E-04      2.50000E-15      1.60000E+04      2.12000E+03
      1.00110E-04      2.50000E-15      1.61000E+04      2.02000E+03
      1.00140E-04      2.50000E-15      1.87000E+04      2.08000E+03
      1.00180E-04      2.50000E-15      1.59000E+04      2.05000E+03
      1.00210E-04      2.50000E-15      1.68000E+04      2.03000E+03
      1.00250E-04      2.50000E-15      1.80000E+04      2.07000E+03
      1.00290E-04      2.50000E-15      2.14000E+04      2.19000E+03
      1.00320E-04      2.50000E-15      1.78000E+04      2.00000E+03
      1.00360E-04      2.50000E-15      1.66000E+04      1.99000E+03
      1.00390E-04      2.50000E-15      1.45000E+04      2.11000E+03
      1.00430E-04      2.50000E-15      1.78000E+04      2.08000E+03
      1.00460E-04      2.50000E-15      1.72000E+04      2.05000E+03
      1.00500E-04      2.50000E-15      1.60000E+04      2.14000E+03
      1.00530E-04      2.50000E-15      1.51000E+04      2.07000E+03
      1.00570E-04      2.50000E-15      1.63000E+04      1.98000E+03
      1.00610E-04      2.50000E-15      1.51000E+04      2.10000E+03
      1.00640E-04      2.50000E-15      1.14000E+04      1.92000E+03
      1.00680E-04      2.50000E-15      1.68000E+04      2.13000E+03
      1.00710E-04      2.50000E-15      1.42000E+04      2.14000E+03
      1.00750E-04      2.50000E-15      1.61000E+04      2.03000E+03
      1.00790E-04      2.50000E-15      1.59000E+04      2.01000E+03
      1.00820E-04      2.50000E-15      1.50000E+04      1.99000E+03
      1.00860E-04      2.50000E-15      1.34000E+04      2.03000E+03
      1.00890E-04      2.50000E-15      1.73000E+04      1.99000E+03
      1.00930E-04      2.50000E-15      1.37000E+04      1.95000E+03
      1.00960E-04      2.50000E-15      1.68000E+04      2.09000E+03
      1.01000E-04      2.50000E-15      1.24000E+04      1.96000E+03
      1.01040E-04      2.50000E-15      1.66000E+04      2.09000E+03
      1.01070E-04      2.50000E-15      1.47000E+04      1.99000E+03
      1.01110E-04      2.50000E-15      1.46000E+04      1.96000E+03
      1.01140E-04      2.50000E-15      1.35000E+04      2.15000E+03
      1.01180E-04      2.50000E-15      1.43000E+04      2.07000E+03
      1.01220E-04      2.50000E-15      1.38000E+04      1.95000E+03
      1.01250E-04      2.50000E-15      1.46000E+04      2.12000E+03
      1.01290E-04      2.50000E-15      1.31000E+04      1.90000E+03
      1.01330E-04      2.50000E-15      1.35000E+04      1.96000E+03
      1.01360E-04      2.50000E-15      1.16000E+04      2.00000E+03
      1.01400E-04      2.50000E-15      1.36000E+04      1.92000E+03
      1.01430E-04      2.50000E-15      1.25000E+04      1.94000E+03
      1.01470E-04      2.50000E-15      1.22000E+04      2.01000E+03
      1.01510E-04      2.50000E-15      1.14000E+04      1.92000E+03
      1.01540E-04      2.50000E-15      1.27000E+04      1.99000E+03
      1.01580E-04      2.50000E-15      1.29000E+04      2.13000E+03
      1.01620E-04      2.50000E-15      1.35000E+04      2.02000E+03
      1.01650E-04      2.50000E-15      1.08000E+04      1.89000E+03
      1.01690E-04      2.50000E-15      1.13000E+04      2.07000E+03
