# entry       : 21455 
# subentry    : 002 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1958 
# author      : P.Billaud 
# institute   : 2FR SAC 
# reference   : (C,58GENEVA,16,106,195809) 
# facility    : {'type': 'SPECC', 'x4code': '2FR SAC'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      3.93240E-09      9.41710E-07      1.70270E+06      0.00000E+00
      4.93310E-09      9.41710E-07      1.52160E+06      0.00000E+00
      5.93230E-09      9.41710E-07      1.41550E+06      0.00000E+00
      6.98200E-09      9.41710E-07      1.31660E+06      0.00000E+00
      7.97600E-09      9.41710E-07      1.25050E+06      0.00000E+00
      8.95410E-09      9.41710E-07      1.17280E+06      0.00000E+00
      9.96800E-09      9.41710E-07      1.11390E+06      0.00000E+00
      1.09550E-08      9.41710E-07      1.06430E+06      0.00000E+00
      1.19360E-08      9.41710E-07      1.01250E+06      0.00000E+00
      1.30080E-08      9.41710E-07      9.79420E+05      0.00000E+00
      1.39320E-08      9.41710E-07      9.41700E+05      0.00000E+00
      1.49190E-08      9.41710E-07      8.87590E+05      0.00000E+00
      1.59170E-08      9.41710E-07      8.80320E+05      0.00000E+00
      1.69770E-08      9.41710E-07      8.56670E+05      0.00000E+00
      1.79520E-08      9.41710E-07      8.30700E+05      0.00000E+00
      1.89850E-08      9.41710E-07      8.11770E+05      0.00000E+00
      1.99050E-08      9.41710E-07      7.95200E+05      0.00000E+00
      2.08720E-08      9.41710E-07      7.90340E+05      0.00000E+00
      2.19770E-08      9.41710E-07      7.69080E+05      0.00000E+00
      2.29400E-08      9.41710E-07      7.43160E+05      0.00000E+00
      2.38560E-08      9.41710E-07      7.66440E+05      0.00000E+00
      2.48970E-08      9.41710E-07      7.26470E+05      0.00000E+00
