# entry       : 40025 
# subentry    : 005 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1971 
# author      : M.A.Kurov 
# institute   : 4ZZZDUB 
# reference   : (J,SJA,30,446,1971) 
# facility    : None 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.50000E-04      5.00000E-05      2.16300E+04      0.00000E+00
      2.50000E-04      5.00000E-05      1.87800E+04      0.00000E+00
      3.50000E-04      5.00000E-05      7.30000E+03      0.00000E+00
      4.50000E-04      5.00000E-05      1.23000E+04      0.00000E+00
      5.50000E-04      5.00000E-05      1.83300E+04      0.00000E+00
      6.50000E-04      5.00000E-05      7.34000E+03      0.00000E+00
      7.50000E-04      5.00000E-05      6.57000E+03      0.00000E+00
      8.50000E-04      5.00000E-05      7.03000E+03      0.00000E+00
      9.50000E-04      5.00000E-05      1.09300E+04      0.00000E+00
      1.50000E-03      5.00000E-04      5.56000E+03      0.00000E+00
      2.50000E-03      5.00000E-04      3.61000E+03      0.00000E+00
      3.50000E-03      5.00000E-04      3.65000E+03      0.00000E+00
      4.50000E-03      5.00000E-04      2.65000E+03      0.00000E+00
      5.50000E-03      5.00000E-04      2.36000E+03      0.00000E+00
      6.50000E-03      5.00000E-04      2.13000E+03      0.00000E+00
      7.50000E-03      5.00000E-04      2.55000E+03      0.00000E+00
      8.55000E-03      5.50000E-04      2.32000E+03      0.00000E+00
      9.60000E-03      5.00000E-04      2.22000E+03      0.00000E+00
      1.50500E-02      4.95000E-03      2.09000E+03      0.00000E+00
      2.48000E-02      4.80000E-03      2.05000E+03      0.00000E+00
