# entry       : 40024 
# subentry    : 005 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1972 
# author      : M.A.Kurov 
# institute   : 4ZZZDUB 
# reference   : (R,INDC(CCP)-031,34,1972) 
# facility    : {'type': 'REAC', 'x4code': '4ZZZDUB'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      7.75000E-06      2.25000E-06      2.62000E+04      0.00000E+00
      1.50000E-05      5.00000E-06      9.18000E+04      0.00000E+00
      2.50000E-05      5.00000E-06      2.64000E+04      0.00000E+00
      3.50000E-05      5.00000E-06      3.50000E+03      0.00000E+00
      4.50000E-05      5.00000E-06      1.90000E+04      0.00000E+00
      5.50000E-05      5.00000E-06      5.08000E+04      0.00000E+00
      6.50000E-05      5.00000E-06      4.66000E+04      0.00000E+00
      7.50000E-05      5.00000E-06      4.76000E+04      0.00000E+00
      8.50000E-05      5.00000E-06      6.19000E+04      0.00000E+00
      9.50000E-05      5.00000E-06      3.14000E+04      0.00000E+00
      1.50000E-04      5.00000E-05      1.81000E+04      0.00000E+00
      2.50000E-04      5.00000E-05      1.78000E+04      0.00000E+00
      3.50000E-04      5.00000E-05      5.80000E+03      0.00000E+00
      4.50000E-04      5.00000E-05      3.70000E+03      0.00000E+00
      5.50000E-04      5.00000E-05      1.64000E+04      0.00000E+00
      6.50000E-04      5.00000E-05      4.60000E+03      0.00000E+00
      7.50000E-04      5.00000E-05      6.10000E+03      0.00000E+00
      8.50000E-04      5.00000E-05      6.10000E+03      0.00000E+00
      9.50000E-04      5.00000E-05      8.50000E+03      0.00000E+00
      1.50000E-03      5.00000E-04      4.90000E+03      0.00000E+00
      2.50000E-03      5.00000E-04      3.20000E+03      0.00000E+00
      3.50000E-03      5.00000E-04      3.10000E+03      0.00000E+00
      4.50000E-03      5.00000E-04      2.60000E+03      0.00000E+00
      5.50000E-03      5.00000E-04      1.80000E+03      0.00000E+00
      6.50000E-03      5.00000E-04      1.90000E+03      0.00000E+00
      7.50000E-03      5.00000E-04      2.10000E+03      0.00000E+00
      8.50000E-03      5.00000E-04      2.00000E+03      0.00000E+00
      9.50000E-03      5.00000E-04      1.80000E+03      0.00000E+00
      1.25000E-02      2.50000E-03      1.50000E+03      0.00000E+00
      1.75000E-02      2.50000E-03      1.60000E+03      0.00000E+00
