# entry       : 40487 
# subentry    : 003 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1979 
# author      : Yu.V.Ryabov 
# institute   : 4RUSJIA 
# reference   : (J,AE,46,154,1979) 
# facility    : {'type': 'REAC', 'x4code': '4ZZZDUB'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      3.50000E-03      5.00000E-04      3.03400E+03      0.00000E+00
      4.50000E-03      5.00000E-04      2.37100E+03      0.00000E+00
      5.50000E-03      5.00000E-04      2.20600E+03      0.00000E+00
      6.50000E-03      5.00000E-04      1.99700E+03      0.00000E+00
      7.50000E-03      5.00000E-04      2.20200E+03      0.00000E+00
      8.50000E-03      5.00000E-04      2.24300E+03      0.00000E+00
      9.50000E-03      5.00000E-04      1.87600E+03      0.00000E+00
      1.25000E-02      2.50000E-03      1.71900E+03      0.00000E+00
      1.75000E-02      2.50000E-03      1.65500E+03      0.00000E+00
      2.50000E-02      5.00000E-03      1.59700E+03      0.00000E+00
      3.50000E-02      5.00000E-03      1.56800E+03      0.00000E+00
      4.50000E-02      5.00000E-03      1.51900E+03      0.00000E+00
      5.50000E-02      5.00000E-03      1.49600E+03      0.00000E+00
      6.50000E-02      5.00000E-03      1.45900E+03      0.00000E+00
      7.50000E-02      5.00000E-03      1.50300E+03      0.00000E+00
      8.50000E-02      5.00000E-03      1.48700E+03      0.00000E+00
      9.50000E-02      5.00000E-03      1.50600E+03      0.00000E+00
