# entry       : 10301 
# subentry    : 002 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1972 
# author      : L.W.Weston 
# institute   : 1USAORL 
# reference   : (J,ANS,15,480,197206) 
# facility    : {'type': 'LINAC', 'x4code': '1USAORL'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.50000E-05      5.00000E-06      1.05800E+05      3.17400E+03
      2.50000E-05      5.00000E-06      3.28900E+04      9.86700E+02
      3.50000E-05      5.00000E-06      3.09000E+03      9.27000E+01
      4.50000E-05      5.00000E-06      2.62100E+04      7.86300E+02
      5.50000E-05      5.00000E-06      7.54800E+04      2.26440E+03
      6.50000E-05      5.00000E-06      5.65900E+04      1.69770E+03
      7.50000E-05      5.00000E-06      6.27500E+04      1.88250E+03
      8.50000E-05      5.00000E-06      6.81800E+04      2.04540E+03
      9.50000E-05      5.00000E-06      3.08100E+04      9.24300E+02
      1.50000E-04      5.00000E-05      1.84100E+04      5.52300E+02
      2.50000E-04      5.00000E-05      1.77700E+04      5.33100E+02
      3.50000E-04      5.00000E-05      8.43000E+03      2.52900E+02
      4.50000E-04      5.00000E-05      9.47000E+03      2.84100E+02
      5.50000E-04      5.00000E-05      1.56400E+04      4.69200E+02
      6.50000E-04      5.00000E-05      4.38000E+03      1.31400E+02
      7.50000E-04      5.00000E-05      5.54000E+03      1.66200E+02
      8.50000E-04      5.00000E-05      5.02000E+03      1.50600E+02
      9.50000E-04      5.00000E-05      8.02000E+03      2.40600E+02
      1.50000E-03      5.00000E-04      4.45000E+03      1.33500E+02
      2.50000E-03      5.00000E-04      3.25000E+03      9.75000E+01
      3.50000E-03      5.00000E-04      2.95000E+03      8.85000E+01
      4.50000E-03      5.00000E-04      2.35000E+03      7.05000E+01
      5.50000E-03      5.00000E-04      2.13000E+03      6.39000E+01
      6.50000E-03      5.00000E-04      2.01000E+03      6.03000E+01
      7.50000E-03      5.00000E-04      2.03000E+03      6.09000E+01
      8.50000E-03      5.00000E-04      2.06000E+03      6.18000E+01
      9.50000E-03      5.00000E-04      1.76000E+03      5.28000E+01
