# entry       : 20002 
# subentry    : 004 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1968 
# author      : B.H.Patrick 
# institute   : 2UK HAR 
# reference   : (R,EANDC(UK)-96,1968) 
# facility    : {'type': 'LINAC', 'x4code': '2UK HAR'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.50000E-04      5.00000E-05      1.70800E+04      8.50000E+02
      2.50000E-04      5.00000E-05      1.55900E+04      7.80000E+02
      3.50000E-04      5.00000E-05      7.22000E+03      3.60000E+02
      4.50000E-04      5.00000E-05      8.18000E+03      4.10000E+02
      5.50000E-04      5.00000E-05      1.38000E+04      6.90000E+02
      6.50000E-04      5.00000E-05      3.69000E+03      1.80000E+02
      7.50000E-04      5.00000E-05      4.76000E+03      2.40000E+02
      8.50000E-04      5.00000E-05      4.12000E+03      2.00000E+02
      9.50000E-04      5.00000E-05      7.00000E+03      3.50000E+02
      1.50000E-03      5.00000E-04      3.71000E+03      1.80000E+02
      2.50000E-03      5.00000E-04      2.89000E+03      1.40000E+02
      3.50000E-03      5.00000E-04      2.78000E+03      1.40000E+02
      4.50000E-03      5.00000E-04      2.34000E+03      1.10000E+02
      5.50000E-03      5.00000E-04      2.17000E+03      2.00000E+02
      6.50000E-03      5.00000E-04      1.99000E+03      1.00000E+02
      7.50000E-03      5.00000E-04      2.21000E+03      1.10000E+02
      8.50000E-03      5.00000E-04      2.35000E+03      1.20000E+02
      9.50000E-03      5.00000E-04      2.01000E+03      1.00000E+02
      1.50000E-02      5.00000E-03      1.69000E+03      8.00000E+01
      2.50000E-02      5.00000E-03      1.55000E+03      8.00000E+01
