# entry       : 10326 
# subentry    : 003 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,RAW) 
# year        : 1970 
# author      : J.A.Farrell 
# institute   : 1USALAS 
# reference   : (C,70HELSINKI,1,543,197006) 
# facility    : None 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      2.02100E-05      0.00000E+00      1.79000E+03      0.00000E+00
      2.04600E-05      0.00000E+00      2.96600E+03      0.00000E+00
      2.06000E-05      0.00000E+00      2.17800E+03      0.00000E+00
      2.06700E-05      0.00000E+00      1.66200E+03      0.00000E+00
      2.09300E-05      0.00000E+00      2.18300E+03      0.00000E+00
      2.11200E-05      0.00000E+00      3.09600E+03      0.00000E+00
      2.13100E-05      0.00000E+00      4.22500E+03      0.00000E+00
      2.14300E-05      0.00000E+00      5.99100E+03      0.00000E+00
      2.15600E-05      0.00000E+00      8.17200E+03      0.00000E+00
      2.16100E-05      0.00000E+00      1.64100E+04      0.00000E+00
      2.16200E-05      0.00000E+00      1.11400E+04      0.00000E+00
      2.17400E-05      0.00000E+00      2.15300E+04      0.00000E+00
      2.18500E-05      0.00000E+00      7.43400E+04      0.00000E+00
      2.18600E-05      0.00000E+00      4.16000E+04      0.00000E+00
      2.19100E-05      0.00000E+00      9.75100E+04      0.00000E+00
      2.19600E-05      0.00000E+00      1.61300E+05      0.00000E+00
      2.20100E-05      0.00000E+00      4.58800E+05      0.00000E+00
      2.20200E-05      0.00000E+00      2.03600E+05      0.00000E+00
      2.21300E-05      0.00000E+00      7.02900E+05      0.00000E+00
      2.23400E-05      0.00000E+00      4.96900E+05      0.00000E+00
      2.23500E-05      0.00000E+00      2.20500E+05      0.00000E+00
      2.24200E-05      0.00000E+00      1.61800E+05      0.00000E+00
      2.24300E-05      0.00000E+00      1.01700E+05      0.00000E+00
      2.24400E-05      0.00000E+00      8.06400E+04      0.00000E+00
      2.25100E-05      0.00000E+00      6.15400E+04      0.00000E+00
      2.25800E-05      0.00000E+00      4.69600E+04      0.00000E+00
      2.25900E-05      0.00000E+00      2.95100E+04      0.00000E+00
      2.26500E-05      0.00000E+00      3.58300E+04      0.00000E+00
      2.27300E-05      0.00000E+00      2.43400E+04      0.00000E+00
      2.28000E-05      0.00000E+00      1.59100E+04      0.00000E+00
      2.28700E-05      0.00000E+00      1.26200E+04      0.00000E+00
      2.30100E-05      0.00000E+00      1.04100E+04      0.00000E+00
      2.31400E-05      0.00000E+00      8.26000E+03      0.00000E+00
      2.32100E-05      0.00000E+00      7.07900E+03      0.00000E+00
      2.33400E-05      0.00000E+00      6.30900E+03      0.00000E+00
      2.35400E-05      0.00000E+00      7.66600E+03      0.00000E+00
      2.36000E-05      0.00000E+00      1.17400E+04      0.00000E+00
      2.36600E-05      0.00000E+00      1.48100E+04      0.00000E+00
      2.37200E-05      0.00000E+00      1.79800E+04      0.00000E+00
      2.38500E-05      0.00000E+00      2.27000E+04      0.00000E+00
      2.39200E-05      0.00000E+00      1.60300E+04      0.00000E+00
      2.39300E-05      0.00000E+00      1.22300E+04      0.00000E+00
      2.40000E-05      0.00000E+00      8.97700E+03      0.00000E+00
      2.40100E-05      0.00000E+00      3.98300E+03      0.00000E+00
      2.40300E-05      0.00000E+00      2.14400E+03      0.00000E+00
      2.40700E-05      0.00000E+00      6.09900E+03      0.00000E+00
      2.41600E-05      0.00000E+00      1.57500E+03      0.00000E+00
      2.41700E-05      0.00000E+00      1.20100E+03      0.00000E+00
      2.42400E-05      0.00000E+00      9.16600E+02      0.00000E+00
      2.44300E-05      0.00000E+00      1.15800E+03      0.00000E+00
      2.45600E-05      0.00000E+00      1.57900E+03      0.00000E+00
      2.48200E-05      0.00000E+00      1.40900E+03      0.00000E+00
