# entry       : 20570 
# subentry    : 003 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1973 
# author      : I.Szabo 
# institute   : 2FR CAD 
# reference   : (C,73KIEV,3,27,1973) 
# facility    : {'type': 'VDG', 'x4code': '2FR CAD'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      8.05000E-01      2.70000E-02      1.56400E+03      4.50000E+01
      8.80000E-01      2.60000E-02      1.66000E+03      5.00000E+01
      9.20000E-01      2.60000E-02      1.70600E+03      5.00000E+01
      1.19000E+00      2.50000E-02      1.85600E+03      5.00000E+01
      1.28000E+00      2.40000E-02      1.82300E+03      4.50000E+01
      1.40500E+00      2.30000E-02      1.87600E+03      4.70000E+01
      1.46500E+00      2.30000E-02      1.96900E+03      5.00000E+01
      1.48500E+00      2.20000E-02      1.90000E+03      4.80000E+01
      1.58000E+00      2.20000E-02      1.90600E+03      5.00000E+01
      1.68000E+00      2.10000E-02      1.97300E+03      5.50000E+01
      1.80000E+00      2.00000E-02      1.97900E+03      5.00000E+01
      2.00000E+00      1.90000E-02      1.96700E+03      6.00000E+01
      2.04000E+00      1.90000E-02      2.03400E+03      5.50000E+01
      2.10000E+00      1.80000E-02      2.04000E+03      5.50000E+01
      2.18000E+00      1.80000E-02      1.97900E+03      5.50000E+01
      2.19000E+00      1.70000E-02      1.98600E+03      5.50000E+01
      2.23000E+00      1.70000E-02      2.02500E+03      5.50000E+01
      2.30000E+00      1.70000E-02      1.96000E+03      5.00000E+01
      2.38000E+00      1.60000E-02      1.89700E+03      6.00000E+01
      2.61000E+00      1.60000E-02      1.91600E+03      5.00000E+01
