# entry       : 40087 
# subentry    : 007 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1970 
# author      : F.N.Belyaev 
# institute   : 4RUSITE 
# reference   : (C,70HELSINKI,1,339,197006) 
# facility    : {'type': 'CYCLO', 'x4code': '4RUSITE'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      9.86274E-03      0.00000E+00      2.27990E+03      0.00000E+00
      8.23556E-03      0.00000E+00      2.41990E+03      0.00000E+00
      6.98020E-03      0.00000E+00      2.60990E+03      0.00000E+00
      5.99144E-03      0.00000E+00      2.55990E+03      0.00000E+00
      5.19880E-03      0.00000E+00      2.58990E+03      0.00000E+00
      4.55365E-03      0.00000E+00      2.55990E+03      0.00000E+00
      4.02155E-03      0.00000E+00      2.90990E+03      0.00000E+00
      3.57753E-03      0.00000E+00      2.88990E+03      0.00000E+00
      3.20319E-03      0.00000E+00      2.96990E+03      0.00000E+00
      2.88468E-03      0.00000E+00      3.26990E+03      0.00000E+00
      2.61141E-03      0.00000E+00      3.98990E+03      0.00000E+00
      2.37521E-03      0.00000E+00      3.35990E+03      0.00000E+00
      2.16966E-03      0.00000E+00      3.05990E+03      0.00000E+00
      1.98969E-03      0.00000E+00      3.18990E+03      0.00000E+00
      1.83121E-03      0.00000E+00      3.11990E+03      0.00000E+00
      1.69094E-03      0.00000E+00      3.28990E+03      0.00000E+00
      1.56619E-03      0.00000E+00      3.78990E+03      0.00000E+00
      1.45476E-03      0.00000E+00      4.40990E+03      0.00000E+00
      1.35481E-03      0.00000E+00      4.90990E+03      0.00000E+00
      1.26481E-03      0.00000E+00      4.97990E+03      0.00000E+00
      1.18349E-03      0.00000E+00      4.93990E+03      0.00000E+00
      1.10978E-03      0.00000E+00      5.71990E+03      0.00000E+00
      1.04273E-03      0.00000E+00      6.50000E+03      0.00000E+00
      9.81591E-04      0.00000E+00      6.65990E+03      0.00000E+00
      9.25671E-04      0.00000E+00      6.10990E+03      0.00000E+00
      8.74398E-04      0.00000E+00      5.83990E+03      0.00000E+00
      8.27269E-04      0.00000E+00      5.58990E+03      0.00000E+00
      7.83851E-04      0.00000E+00      5.86990E+03      0.00000E+00
      7.43763E-04      0.00000E+00      5.26990E+03      0.00000E+00
      7.06673E-04      0.00000E+00      4.86990E+03      0.00000E+00
      6.72290E-04      0.00000E+00      4.80990E+03      0.00000E+00
      6.40357E-04      0.00000E+00      4.73990E+03      0.00000E+00
      6.10646E-04      0.00000E+00      5.68990E+03      0.00000E+00
      5.82956E-04      0.00000E+00      8.59990E+03      0.00000E+00
      5.57108E-04      0.00000E+00      1.23899E+04      0.00000E+00
      5.32941E-04      0.00000E+00      1.45299E+04      0.00000E+00
      5.10313E-04      0.00000E+00      1.60599E+04      0.00000E+00
      4.89097E-04      0.00000E+00      1.35399E+04      0.00000E+00
      4.69176E-04      0.00000E+00      1.11899E+04      0.00000E+00
      4.50449E-04      0.00000E+00      8.60990E+03      0.00000E+00
