# entry       : 41455 
# subentry    : 012 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 2002 
# author      : O.Shcherbakov 
# institute   : 4RUSLIN 
# reference   : (J,NSTS,2,230,2002) 
# facility    : {'type': 'SYNCY', 'x4code': '4RUSLIN'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      5.77200E-01      0.00000E+00      1.49700E+03      0.00000E+00
      5.87400E-01      0.00000E+00      1.59600E+03      0.00000E+00
      5.97900E-01      0.00000E+00      1.55000E+03      0.00000E+00
      6.08700E-01      0.00000E+00      1.61600E+03      0.00000E+00
      6.19900E-01      0.00000E+00      1.58400E+03      0.00000E+00
      6.31300E-01      0.00000E+00      1.57100E+03      0.00000E+00
      6.43000E-01      0.00000E+00      1.61500E+03      0.00000E+00
      6.55100E-01      0.00000E+00      1.62400E+03      0.00000E+00
      6.67500E-01      0.00000E+00      1.65000E+03      0.00000E+00
      6.80200E-01      0.00000E+00      1.60700E+03      0.00000E+00
      6.93300E-01      0.00000E+00      1.59900E+03      0.00000E+00
      7.06900E-01      0.00000E+00      1.55900E+03      0.00000E+00
      7.20800E-01      0.00000E+00      1.59800E+03      0.00000E+00
      7.35100E-01      0.00000E+00      1.62700E+03      0.00000E+00
      7.49800E-01      0.00000E+00      1.66200E+03      0.00000E+00
      7.65000E-01      0.00000E+00      1.66500E+03      0.00000E+00
      7.80700E-01      0.00000E+00      1.67700E+03      0.00000E+00
      7.96900E-01      0.00000E+00      1.63900E+03      0.00000E+00
      8.13500E-01      0.00000E+00      1.68400E+03      0.00000E+00
      8.30700E-01      0.00000E+00      1.71000E+03      0.00000E+00
      8.48500E-01      0.00000E+00      1.68900E+03      0.00000E+00
      8.66800E-01      0.00000E+00      1.70300E+03      0.00000E+00
      8.85700E-01      0.00000E+00      1.70500E+03      0.00000E+00
      9.05300E-01      0.00000E+00      1.67200E+03      0.00000E+00
      9.25500E-01      0.00000E+00      1.69100E+03      0.00000E+00
      9.46400E-01      0.00000E+00      1.69700E+03      0.00000E+00
      9.68000E-01      0.00000E+00      1.68100E+03      0.00000E+00
      9.90300E-01      0.00000E+00      1.73500E+03      0.00000E+00
      1.01400E+00      0.00000E+00      1.72100E+03      0.00000E+00
      1.03700E+00      0.00000E+00      1.79300E+03      0.00000E+00
      1.06200E+00      0.00000E+00      1.81200E+03      0.00000E+00
      1.08800E+00      0.00000E+00      1.77300E+03      0.00000E+00
      1.11500E+00      0.00000E+00      1.80200E+03      0.00000E+00
