# entry       : 20951 
# subentry    : 002 
# pointer     : 2 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1972 
# author      : J.P.Theobald 
# institute   : 2ZZZGEL 
# reference   : (P,EANDC(E)-150U,116,7205) 
# facility    : {'x4code': 'LINAC'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      5.50000E-05      5.00000E-06      7.46200E+04      0.00000E+00
      6.50000E-05      5.00000E-06      5.44500E+04      0.00000E+00
      7.50000E-05      5.00000E-06      7.05800E+04      0.00000E+00
      8.50000E-05      5.00000E-06      6.85700E+04      0.00000E+00
      9.50000E-05      5.00000E-06      2.82300E+04      0.00000E+00
      2.50000E-04      5.00000E-05      1.75400E+04      0.00000E+00
      3.50000E-04      5.00000E-05      7.06000E+03      0.00000E+00
      4.50000E-04      5.00000E-05      8.27000E+03      0.00000E+00
      5.50000E-04      5.00000E-05      1.47200E+04      0.00000E+00
      6.50000E-04      5.00000E-05      3.02000E+03      0.00000E+00
      7.50000E-04      5.00000E-05      4.84000E+03      0.00000E+00
      8.50000E-04      5.00000E-05      3.83000E+03      0.00000E+00
      9.50000E-04      5.00000E-05      7.26000E+03      0.00000E+00
      1.50000E-03      5.00000E-04      3.22000E+03      0.00000E+00
