# entry       : 21209 
# subentry    : 004 
# pointer     : 2 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1961 
# author      : B.Adams 
# institute   : 2UK ALD 
# reference   : (J,JNE/AB,14,85,1961) 
# facility    : {'x4code': 'VDG'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.34000E+01      0.00000E+00      2.48000E+03      1.00000E+02
      1.40000E+01      0.00000E+00      2.61000E+03      8.00000E+01
      1.44000E+01      0.00000E+00      2.64000E+03      1.00000E+02
      1.49000E+01      0.00000E+00      2.58000E+03      1.10000E+02
      1.53000E+01      0.00000E+00      2.66000E+03      1.10000E+02
      1.60000E+01      0.00000E+00      2.54000E+03      1.10000E+02
      1.65000E+01      0.00000E+00      2.52000E+03      1.10000E+02
      1.69000E+01      0.00000E+00      2.50000E+03      1.10000E+02
      1.75000E+01      0.00000E+00      2.51000E+03      1.30000E+02
      1.80000E+01      0.00000E+00      2.45000E+03      1.30000E+02
      1.84000E+01      0.00000E+00      2.50000E+03      1.30000E+02
      1.90000E+01      0.00000E+00      2.48000E+03      1.30000E+02
      1.94000E+01      0.00000E+00      2.61000E+03      1.50000E+02
