# entry       : 21704 
# subentry    : 007 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1980 
# author      : C.Wagemans 
# institute   : 2BLGMOL 
# reference   : (J,ANE,7,495,1980) 
# facility    : {'type': 'LINAC', 'x4code': '2ZZZGEL'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      6.50000E-08      3.50000E-08      5.27100E+05      0.00000E+00
      3.00000E-07      2.00000E-07      1.18330E+06      0.00000E+00
      1.50000E-05      5.00000E-06      1.03800E+05      0.00000E+00
      2.50000E-05      5.00000E-06      3.22000E+04      0.00000E+00
      3.50000E-05      5.00000E-06      2.90000E+03      0.00000E+00
      4.50000E-05      5.00000E-06      2.45000E+04      0.00000E+00
      7.50000E-05      2.50000E-05      5.74000E+04      0.00000E+00
      1.50000E-04      5.00000E-05      1.89100E+04      0.00000E+00
      2.50000E-04      5.00000E-05      1.78900E+04      0.00000E+00
      6.50000E-04      3.50000E-04      8.02000E+03      0.00000E+00
      3.00000E-03      2.00000E-03      3.37000E+03      0.00000E+00
      5.50000E-03      5.00000E-04      2.30000E+03      0.00000E+00
      8.00000E-03      2.00000E-03      2.10000E+03      0.00000E+00
      1.50000E-02      5.00000E-03      1.81000E+03      0.00000E+00
      2.50000E-02      5.00000E-03      1.62000E+03      0.00000E+00
