# entry       : 10267 
# subentry    : 017 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1976 
# author      : R.Gwin 
# institute   : 1USAORL 
# reference   : (J,NSE,59,79,1976) 
# facility    : {'type': 'LINAC', 'x4code': '1USAORL'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      7.02200E-07      0.00000E+00      7.20398E+04      1.34460E+03
      7.10600E-07      0.00000E+00      7.09182E+04      1.32650E+03
      7.19200E-07      0.00000E+00      6.39225E+04      1.25300E+03
      7.28000E-07      0.00000E+00      6.69641E+04      1.29070E+03
      7.36900E-07      0.00000E+00      6.36225E+04      1.24900E+03
      7.46000E-07      0.00000E+00      6.12413E+04      1.22040E+03
      7.55300E-07      0.00000E+00      5.87459E+04      1.18670E+03
      7.64800E-07      0.00000E+00      5.89757E+04      1.18550E+03
      7.74400E-07      0.00000E+00      5.71037E+04      1.15230E+03
      7.84200E-07      0.00000E+00      5.32006E+04      1.10700E+03
      7.94200E-07      0.00000E+00      5.61408E+04      1.14520E+03
      8.04400E-07      0.00000E+00      5.28884E+04      1.10650E+03
      8.14700E-07      0.00000E+00      5.14655E+04      1.08990E+03
      8.25300E-07      0.00000E+00      5.05996E+04      1.07260E+03
      8.36100E-07      0.00000E+00      4.88898E+04      1.04330E+03
      8.47100E-07      0.00000E+00      4.81763E+04      1.03310E+03
      8.58300E-07      0.00000E+00      4.88979E+04      1.04550E+03
      8.69800E-07      0.00000E+00      4.68411E+04      1.02260E+03
      8.81500E-07      0.00000E+00      4.45424E+04      9.82900E+02
      8.93400E-07      0.00000E+00      4.28696E+04      9.59600E+02
      9.05500E-07      0.00000E+00      4.52016E+04      9.87600E+02
      9.17900E-07      0.00000E+00      3.93706E+04      9.04300E+02
      9.30600E-07      0.00000E+00      4.07379E+04      9.22000E+02
      9.43500E-07      0.00000E+00      4.14662E+04      9.33700E+02
      9.56700E-07      0.00000E+00      3.83781E+04      8.87300E+02
      9.70200E-07      0.00000E+00      3.86228E+04      8.89500E+02
      9.84000E-07      0.00000E+00      3.71511E+04      8.72200E+02
      9.98000E-07      0.00000E+00      3.89985E+04      7.21000E+02
      1.01240E-06      0.00000E+00      3.74408E+04      4.78700E+02
      1.02710E-06      0.00000E+00      3.70521E+04      4.74100E+02
      1.04210E-06      0.00000E+00      3.82259E+04      4.84500E+02
      1.05740E-06      0.00000E+00      4.00381E+04      5.00800E+02
      1.07310E-06      0.00000E+00      3.49017E+04      4.48300E+02
      1.08910E-06      0.00000E+00      3.43753E+04      4.41900E+02
      1.10550E-06      0.00000E+00      3.52825E+04      4.49700E+02
      1.12220E-06      0.00000E+00      3.35413E+04      4.30800E+02
      1.13940E-06      0.00000E+00      3.29788E+04      4.23100E+02
      1.15690E-06      0.00000E+00      3.18882E+04      4.11700E+02
      1.17480E-06      0.00000E+00      3.27588E+04      4.17100E+02
      1.19320E-06      0.00000E+00      3.00826E+04      3.90500E+02
      1.21200E-06      0.00000E+00      3.07253E+04      3.94800E+02
      1.23120E-06      0.00000E+00      3.06479E+04      3.94400E+02
