# entry       : 10267 
# subentry    : 015 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1976 
# author      : R.Gwin 
# institute   : 1USAORL 
# reference   : (J,NSE,59,79,1976) 
# facility    : {'type': 'LINAC', 'x4code': '1USAORL'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.10000E-08      1.00000E-09      1.09016E+06      4.36900E+03
      1.30000E-08      1.00000E-09      1.02658E+06      4.09300E+03
      1.50000E-08      1.00000E-09      9.52749E+05      3.75500E+03
      1.70000E-08      1.00000E-09      9.04971E+05      3.49100E+03
      1.90000E-08      1.00000E-09      8.59065E+05      3.26400E+03
      2.10000E-08      1.00000E-09      8.15418E+05      3.05700E+03
      2.30000E-08      1.00000E-09      7.70294E+05      2.87300E+03
      2.50000E-08      1.00000E-09      7.40450E+05      2.72700E+03
      2.70000E-08      1.00000E-09      7.19923E+05      2.60100E+03
      2.90000E-08      1.00000E-09      6.99277E+05      2.49900E+03
      3.10000E-08      1.00000E-09      6.77730E+05      2.40700E+03
      3.30000E-08      1.00000E-09      6.57608E+05      2.32500E+03
      3.50000E-08      1.00000E-09      6.46416E+05      2.27900E+03
      3.70000E-08      1.00000E-09      6.30234E+05      2.22100E+03
      3.90000E-08      1.00000E-09      6.16019E+05      2.18200E+03
      4.10000E-08      1.00000E-09      6.06399E+05      2.14700E+03
      4.30000E-08      1.00000E-09      5.93219E+05      2.11800E+03
      4.50000E-08      1.00000E-09      5.77946E+05      2.08600E+03
      4.70000E-08      1.00000E-09      5.67433E+05      2.06300E+03
      4.90000E-08      1.00000E-09      5.63829E+05      2.05600E+03
      5.10000E-08      1.00000E-09      5.47991E+05      2.02800E+03
      5.30000E-08      1.00000E-09      5.44636E+05      2.02900E+03
      5.50000E-08      1.00000E-09      5.30672E+05      2.01200E+03
      5.70000E-08      1.00000E-09      5.27428E+05      2.01700E+03
      5.90000E-08      1.00000E-09      5.23511E+05      2.02300E+03
      6.10000E-08      1.00000E-09      5.17696E+05      2.02300E+03
      6.30000E-08      1.00000E-09      5.10036E+05      2.02700E+03
      6.50000E-08      1.00000E-09      5.04496E+05      2.03600E+03
      6.70000E-08      1.00000E-09      5.03492E+05      2.05500E+03
      6.90000E-08      1.00000E-09      4.98250E+05      2.07100E+03
      7.10000E-08      1.00000E-09      4.93403E+05      2.08400E+03
      7.30000E-08      1.00000E-09      4.90629E+05      2.10000E+03
      7.50000E-08      1.00000E-09      4.85556E+05      2.11800E+03
      7.70000E-08      1.00000E-09      4.84583E+05      2.14200E+03
      7.90000E-08      1.00000E-09      4.83426E+05      2.16500E+03
      8.10000E-08      1.00000E-09      4.74209E+05      2.17400E+03
      8.30000E-08      1.00000E-09      4.74514E+05      2.20400E+03
      8.50000E-08      1.00000E-09      4.75588E+05      2.24200E+03
      8.70000E-08      1.00000E-09      4.72274E+05      2.26200E+03
      8.90000E-08      1.00000E-09      4.67384E+05      2.28000E+03
      9.10000E-08      1.00000E-09      4.73661E+05      2.33000E+03
      9.30000E-08      1.00000E-09      4.67630E+05      2.35500E+03
      9.50000E-08      1.00000E-09      4.70901E+05      2.39600E+03
      9.70000E-08      1.00000E-09      4.68945E+05      2.42400E+03
      9.90000E-08      1.00000E-09      4.72407E+05      2.47300E+03
      1.05000E-07      5.00000E-09      4.69269E+05      1.14700E+03
      1.15000E-07      5.00000E-09      4.73344E+05      1.23400E+03
      1.25000E-07      5.00000E-09      4.86638E+05      1.33500E+03
      1.35000E-07      5.00000E-09      5.04136E+05      1.44100E+03
      1.45000E-07      5.00000E-09      5.28867E+05      1.55700E+03
      1.55000E-07      5.00000E-09      5.53571E+05      1.67000E+03
      1.65000E-07      5.00000E-09      5.96489E+05      1.81300E+03
      1.75000E-07      5.00000E-09      6.51158E+05      1.96600E+03
      1.85000E-07      5.00000E-09      7.12587E+05      2.12600E+03
      1.95000E-07      5.00000E-09      7.94344E+05      2.31600E+03
      2.05000E-07      5.00000E-09      8.97641E+05      2.53600E+03
      2.15000E-07      5.00000E-09      1.02718E+06      2.78400E+03
      2.25000E-07      5.00000E-09      1.19563E+06      3.08100E+03
      2.35000E-07      5.00000E-09      1.41019E+06      3.42800E+03
      2.45000E-07      5.00000E-09      1.68462E+06      3.85100E+03
      2.55000E-07      5.00000E-09      2.01140E+06      4.31300E+03
      2.65000E-07      5.00000E-09      2.41857E+06      4.87500E+03
      2.75000E-07      5.00000E-09      2.78749E+06      5.37000E+03
      2.85000E-07      5.00000E-09      3.09794E+06      5.79900E+03
      2.95000E-07      5.00000E-09      3.23022E+06      6.01800E+03
      3.05000E-07      5.00000E-09      3.15019E+06      6.00300E+03
      3.15000E-07      5.00000E-09      2.84922E+06      5.70100E+03
      3.25000E-07      5.00000E-09      2.47004E+06      5.31700E+03
      3.35000E-07      5.00000E-09      2.04319E+06      4.80300E+03
      3.45000E-07      5.00000E-09      1.69118E+06      4.37500E+03
