# entry       : 20567 
# subentry    : 003 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1970 
# author      : I.Szabo 
# institute   : 2FR CAD 
# reference   : (C,70ANL,,257,1970) 
# facility    : {'type': 'VDG', 'x4code': '2FR CAD'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      3.50000E-02      4.00000E-03      1.53000E+03      7.00000E+01
      4.90000E-02      5.00000E-03      1.49500E+03      6.00000E+01
      5.70000E-02      8.00000E-03      1.50500E+03      5.00000E+01
      7.30000E-02      7.00000E-03      1.54000E+03      5.50000E+01
      7.75000E-02      8.00000E-03      1.53000E+03      5.50000E+01
      1.02000E-01      8.00000E-03      1.56500E+03      5.50000E+01
      1.09000E-01      8.00000E-03      1.50000E+03      5.00000E+01
      1.35000E-01      5.00000E-03      1.47000E+03      5.00000E+01
      1.52000E-01      1.00000E-02      1.44000E+03      4.00000E+01
      1.54000E-01      7.00000E-03      1.47500E+03      4.00000E+01
      1.65000E-01      1.30000E-02      1.42000E+03      4.00000E+01
      1.97000E-01      1.60000E-02      1.42000E+03      4.00000E+01
      2.26000E-01      1.20000E-02      1.40000E+03      5.50000E+01
      2.51000E-01      1.00000E-02      1.48000E+03      4.00000E+01
      3.31000E-01      1.20000E-02      1.54500E+03      3.50000E+01
      3.77000E-01      9.00000E-03      1.53000E+03      3.50000E+01
      4.53000E-01      1.30000E-02      1.57000E+03      4.00000E+01
      5.06000E-01      1.60000E-02      1.59000E+03      4.00000E+01
      6.65000E-01      2.20000E-02      1.59500E+03      4.00000E+01
      8.10000E-01      3.50000E-02      1.70000E+03      4.00000E+01
      9.72000E-01      4.00000E-02      1.72000E+03      4.00000E+01
