# entry       : 10267 
# subentry    : 002 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1976 
# author      : R.Gwin 
# institute   : 1USAORL 
# reference   : (J,NSE,59,79,1976) 
# facility    : {'type': 'LINAC', 'x4code': '1USAORL'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      7.50000E-05      2.50000E-05      5.69600E+04      0.00000E+00
      1.50000E-04      5.00000E-05      1.79600E+04      0.00000E+00
      2.50000E-04      5.00000E-05      1.79000E+04      0.00000E+00
      3.50000E-04      5.00000E-05      8.48000E+03      0.00000E+00
      4.50000E-04      5.00000E-05      9.40000E+03      0.00000E+00
      5.50000E-04      5.00000E-05      1.54600E+04      0.00000E+00
      6.50000E-04      5.00000E-05      4.55000E+03      0.00000E+00
      7.50000E-04      5.00000E-05      5.34000E+03      0.00000E+00
      8.50000E-04      5.00000E-05      5.10000E+03      0.00000E+00
      9.50000E-04      5.00000E-05      7.83000E+03      0.00000E+00
      1.50000E-03      5.00000E-04      4.52000E+03      0.00000E+00
      2.50000E-03      5.00000E-04      3.32000E+03      0.00000E+00
      3.50000E-03      5.00000E-04      3.04000E+03      0.00000E+00
      4.50000E-03      5.00000E-04      2.37000E+03      0.00000E+00
      5.50000E-03      5.00000E-04      2.32000E+03      0.00000E+00
      6.50000E-03      5.00000E-04      2.05000E+03      0.00000E+00
      7.50000E-03      5.00000E-04      2.11000E+03      0.00000E+00
      8.50000E-03      5.00000E-04      2.28000E+03      0.00000E+00
      9.50000E-03      5.00000E-04      1.92000E+03      0.00000E+00
      1.50000E-02      5.00000E-03      1.78000E+03      0.00000E+00
      2.50000E-02      5.00000E-03      1.64000E+03      0.00000E+00
      3.50000E-02      5.00000E-03      1.61000E+03      0.00000E+00
      4.50000E-02      5.00000E-03      1.54000E+03      0.00000E+00
      5.50000E-02      5.00000E-03      1.66000E+03      0.00000E+00
      6.50000E-02      5.00000E-03      1.62000E+03      0.00000E+00
      7.50000E-02      5.00000E-03      1.64000E+03      0.00000E+00
      8.50000E-02      5.00000E-03      1.52000E+03      0.00000E+00
      9.50000E-02      5.00000E-03      1.54000E+03      0.00000E+00
      1.50000E-01      5.00000E-02      1.61000E+03      0.00000E+00
