# entry       : 12316 
# subentry    : 009 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1957 
# author      : R.K.Smith 
# institute   : 1USALAS 
# reference   : (J,BAP,2,196(K4),5704) 
# facility    : None 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      2.00000E+00      0.00000E+00      2.11000E+03      1.05500E+02
      2.50000E+00      0.00000E+00      2.07000E+03      1.03500E+02
      3.00000E+00      0.00000E+00      2.01000E+03      1.00500E+02
      3.50000E+00      0.00000E+00      1.97000E+03      9.85000E+01
      4.00000E+00      0.00000E+00      1.90000E+03      9.50000E+01
      4.50000E+00      0.00000E+00      1.85000E+03      9.25000E+01
      5.00000E+00      0.00000E+00      1.83000E+03      9.15000E+01
      5.50000E+00      0.00000E+00      1.82000E+03      9.10000E+01
      6.00000E+00      0.00000E+00      1.84000E+03      9.20000E+01
      6.25000E+00      0.00000E+00      1.98000E+03      9.90000E+01
      6.50000E+00      0.00000E+00      2.00000E+03      1.00000E+02
      7.00000E+00      0.00000E+00      2.11000E+03      1.05500E+02
      7.50000E+00      0.00000E+00      2.22000E+03      1.11000E+02
      8.00000E+00      0.00000E+00      2.35000E+03      1.17500E+02
      8.50000E+00      0.00000E+00      2.42000E+03      1.21000E+02
      9.00000E+00      0.00000E+00      2.43000E+03      1.21500E+02
      9.50000E+00      0.00000E+00      2.41000E+03      1.20500E+02
      1.00000E+01      0.00000E+00      2.43000E+03      1.21500E+02
      1.27000E+01      0.00000E+00      2.70000E+03      1.35000E+02
      1.41000E+01      0.00000E+00      2.76000E+03      1.38000E+02
      1.48000E+01      0.00000E+00      2.82000E+03      1.41000E+02
      1.60000E+01      0.00000E+00      2.85000E+03      1.42500E+02
      1.70000E+01      0.00000E+00      2.81000E+03      1.40500E+02
      1.80000E+01      0.00000E+00      2.89000E+03      1.44500E+02
      1.90000E+01      0.00000E+00      2.96000E+03      1.48000E+02
      2.00000E+01      0.00000E+00      3.15000E+03      1.57500E+02
