# entry       : 40487 
# subentry    : 002 
# pointer     : 3 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1979 
# author      : Yu.V.Ryabov 
# institute   : 4RUSJIA 
# reference   : (J,AE,46,154,1979) 
# facility    : {'type': 'REAC', 'x4code': '4ZZZDUB'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.50000E-05      5.00000E-06      9.76800E+04      0.00000E+00
      2.50000E-05      5.00000E-06      3.33900E+04      0.00000E+00
      3.50000E-05      5.00000E-06      4.05000E+03      0.00000E+00
      4.50000E-05      5.00000E-06      2.57300E+04      0.00000E+00
      5.50000E-05      5.00000E-06      6.93300E+04      0.00000E+00
      6.50000E-05      5.00000E-06      5.69400E+04      0.00000E+00
      7.50000E-05      5.00000E-06      6.38700E+04      0.00000E+00
      8.50000E-05      5.00000E-06      6.60100E+04      0.00000E+00
      9.50000E-05      5.00000E-06      3.21300E+04      0.00000E+00
      1.50000E-04      5.00000E-05      1.83100E+04      0.00000E+00
      2.50000E-04      5.00000E-05      1.73600E+04      0.00000E+00
      3.50000E-04      5.00000E-05      8.20000E+03      0.00000E+00
      4.50000E-04      5.00000E-05      1.03100E+04      0.00000E+00
      5.50000E-04      5.00000E-05      1.63300E+04      0.00000E+00
      6.50000E-04      5.00000E-05      5.22000E+03      0.00000E+00
      7.50000E-04      5.00000E-05      5.64000E+03      0.00000E+00
      8.50000E-04      5.00000E-05      5.02000E+03      0.00000E+00
      9.50000E-04      5.00000E-05      8.32000E+03      0.00000E+00
      1.50000E-03      5.00000E-04      4.48000E+03      0.00000E+00
      2.50000E-03      5.00000E-04      3.26000E+03      0.00000E+00
