# entry       : 20143 
# subentry    : 006 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1970 
# author      : A.J.Deruytter 
# institute   : 2ZZZGEL 
# reference   : (C,70HELSINKI,1,117,197006) 
# facility    : {'type': 'REAC', 'x4code': '2BLGMOL'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      8.60000E-09      0.00000E+00      1.26640E+06      2.90000E+04
      8.90000E-09      0.00000E+00      1.23460E+06      2.90000E+04
      9.30000E-09      0.00000E+00      1.20770E+06      2.60000E+04
      9.70000E-09      0.00000E+00      1.18800E+06      2.70000E+04
      1.02000E-08      0.00000E+00      1.11000E+06      2.40000E+04
      1.06000E-08      0.00000E+00      1.16810E+06      2.30000E+04
      1.11000E-08      0.00000E+00      1.05910E+06      1.93000E+04
      1.17000E-08      0.00000E+00      1.00080E+06      1.71000E+04
      1.22000E-08      0.00000E+00      1.04760E+06      1.64000E+04
      1.29000E-08      0.00000E+00      1.02870E+06      1.53000E+04
      1.35000E-08      0.00000E+00      1.00350E+06      1.39000E+04
      1.43000E-08      0.00000E+00      9.90080E+05      1.34000E+04
      1.50000E-08      0.00000E+00      9.48330E+05      1.26000E+04
      1.59000E-08      0.00000E+00      8.99030E+05      1.20000E+04
      1.68000E-08      0.00000E+00      8.92250E+05      1.15000E+04
      1.78000E-08      0.00000E+00      8.05400E+05      1.00000E+04
      1.89000E-08      0.00000E+00      8.47390E+05      9.20000E+03
      2.01000E-08      0.00000E+00      8.10950E+05      8.00000E+03
      2.15000E-08      0.00000E+00      8.00190E+05      7.50000E+03
      2.29000E-08      0.00000E+00      7.68040E+05      6.80000E+03
      2.45000E-08      0.00000E+00      7.44130E+05      6.50000E+03
      2.63000E-08      0.00000E+00      7.30210E+05      6.10000E+03
      2.83000E-08      0.00000E+00      7.09910E+05      5.60000E+03
      3.05000E-08      0.00000E+00      6.83310E+05      5.20000E+03
      3.30000E-08      0.00000E+00      6.58160E+05      5.00000E+03
      3.59000E-08      0.00000E+00      6.34150E+05      4.60000E+03
      3.91000E-08      0.00000E+00      6.15090E+05      4.40000E+03
      4.27000E-08      0.00000E+00      5.97080E+05      4.20000E+03
      4.68000E-08      0.00000E+00      5.61940E+05      3.80000E+03
      5.17000E-08      0.00000E+00      5.44870E+05      3.70000E+03
      5.73000E-08      0.00000E+00      5.25950E+05      3.40000E+03
      6.39000E-08      0.00000E+00      5.08480E+05      3.30000E+03
      7.17000E-08      0.00000E+00      4.93270E+05      3.30000E+03
