# entry       : 20428 
# subentry    : 003 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1975 
# author      : D.B.Gayther 
# institute   : 2UK HAR 
# reference   : (C,75WASH,2,564,1975) 
# facility    : {'type': 'LINAC', 'x4code': '2UK HAR'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.25000E-03      2.50000E-04      5.67200E+03      0.00000E+00
      1.75000E-03      2.50000E-04      3.41700E+03      0.00000E+00
      2.25000E-03      2.50000E-04      3.10900E+03      0.00000E+00
      2.75000E-03      2.50000E-04      3.54100E+03      0.00000E+00
      3.50000E-03      5.00000E-04      3.09700E+03      0.00000E+00
      4.50000E-03      5.00000E-04      2.39100E+03      0.00000E+00
      5.50000E-03      5.00000E-04      2.27800E+03      0.00000E+00
      6.50000E-03      5.00000E-04      2.04700E+03      0.00000E+00
      7.50000E-03      5.00000E-04      2.13000E+03      0.00000E+00
      8.50000E-03      5.00000E-04      2.22200E+03      0.00000E+00
      9.50000E-03      5.00000E-04      1.82000E+03      0.00000E+00
      1.25000E-02      2.50000E-03      1.77300E+03      0.00000E+00
      1.75000E-02      2.50000E-03      1.70900E+03      0.00000E+00
      2.25000E-02      2.50000E-03      1.65000E+03      0.00000E+00
      2.75000E-02      2.50000E-03      1.57900E+03      0.00000E+00
      3.50000E-02      5.00000E-03      1.63200E+03      0.00000E+00
      4.50000E-02      5.00000E-03      1.55200E+03      0.00000E+00
      5.50000E-02      5.00000E-03      1.57000E+03      0.00000E+00
      6.50000E-02      5.00000E-03      1.59600E+03      0.00000E+00
      7.50000E-02      5.00000E-03      1.57200E+03      0.00000E+00
      8.50000E-02      5.00000E-03      1.59300E+03      0.00000E+00
      9.50000E-02      5.00000E-03      1.54500E+03      0.00000E+00
      1.25000E-01      2.50000E-02      1.49600E+03      0.00000E+00
      1.75000E-01      2.50000E-02      1.48000E+03      0.00000E+00
      2.25000E-01      2.50000E-02      1.51300E+03      0.00000E+00
      2.75000E-01      2.50000E-02      1.49700E+03      0.00000E+00
      3.50000E-01      5.00000E-02      1.51100E+03      0.00000E+00
      4.50000E-01      5.00000E-02      1.55800E+03      0.00000E+00
      5.50000E-01      5.00000E-02      1.61900E+03      0.00000E+00
      6.50000E-01      5.00000E-02      1.64800E+03      0.00000E+00
      7.50000E-01      5.00000E-02      1.68100E+03      0.00000E+00
      8.50000E-01      5.00000E-02      1.74400E+03      0.00000E+00
      9.50000E-01      5.00000E-02      1.78300E+03      0.00000E+00
