# entry       : 12877 
# subentry    : 005 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1984 
# author      : L.W.Weston 
# institute   : 1USAORL 
# reference   : (J,NSE,88,567,1984) 
# facility    : {'type': 'LINAC', 'x4code': '1USAORL'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      9.73000E-06      0.00000E+00      4.81800E+03      1.91500E+03
      9.75280E-06      0.00000E+00      8.79800E+03      2.04700E+03
      9.77560E-06      0.00000E+00      8.11300E+03      2.00000E+03
      9.79860E-06      0.00000E+00      6.84800E+03      1.97300E+03
      9.82160E-06      0.00000E+00      1.36600E+04      2.16600E+03
      9.84470E-06      0.00000E+00      9.05100E+03      2.04800E+03
      9.86790E-06      0.00000E+00      8.57600E+03      2.02300E+03
      9.89120E-06      0.00000E+00      1.16600E+04      2.05600E+03
      9.91460E-06      0.00000E+00      1.10700E+04      1.99100E+03
      9.93800E-06      0.00000E+00      1.14700E+04      1.94300E+03
      9.96150E-06      0.00000E+00      1.10000E+04      1.94900E+03
      9.98510E-06      0.00000E+00      8.30600E+03      1.93100E+03
      1.00090E-05      0.00000E+00      1.30000E+04      2.02500E+03
      1.00330E-05      0.00000E+00      1.58000E+04      2.06800E+03
      1.00560E-05      0.00000E+00      1.51200E+04      2.04800E+03
      1.00800E-05      0.00000E+00      1.59000E+04      2.11700E+03
      1.01040E-05      0.00000E+00      1.35800E+04      2.01200E+03
      1.01290E-05      0.00000E+00      1.29800E+04      1.98700E+03
      1.01530E-05      0.00000E+00      1.54800E+04      2.04600E+03
      1.01770E-05      0.00000E+00      2.01100E+04      2.16100E+03
      1.02010E-05      0.00000E+00      2.07300E+04      2.13000E+03
      1.02260E-05      0.00000E+00      1.96000E+04      2.08700E+03
      1.02500E-05      0.00000E+00      2.08500E+04      2.10700E+03
      1.02750E-05      0.00000E+00      2.29200E+04      2.16100E+03
      1.03000E-05      0.00000E+00      2.40500E+04      2.18300E+03
      1.03250E-05      0.00000E+00      2.60900E+04      2.25900E+03
      1.03500E-05      0.00000E+00      2.47500E+04      2.14600E+03
      1.03750E-05      0.00000E+00      3.14900E+04      2.30400E+03
      1.04000E-05      0.00000E+00      2.97100E+04      2.28200E+03
      1.04250E-05      0.00000E+00      3.54100E+04      2.35300E+03
      1.04500E-05      0.00000E+00      3.93700E+04      2.38800E+03
      1.04750E-05      0.00000E+00      4.20400E+04      2.47800E+03
      1.05010E-05      0.00000E+00      5.31400E+04      2.74200E+03
      1.05260E-05      0.00000E+00      5.45600E+04      2.70100E+03
      1.05520E-05      0.00000E+00      6.57000E+04      2.94100E+03
      1.05780E-05      0.00000E+00      7.70000E+04      3.23700E+03
      1.06040E-05      0.00000E+00      9.48100E+04      3.78900E+03
      1.06300E-05      0.00000E+00      1.12900E+05      4.16900E+03
      1.06560E-05      0.00000E+00      1.35600E+05      4.72300E+03
      1.06820E-05      0.00000E+00      1.57300E+05      5.25000E+03
      1.07080E-05      0.00000E+00      1.94800E+05      6.12200E+03
      1.07340E-05      0.00000E+00      2.65900E+05      7.95500E+03
      1.07610E-05      0.00000E+00      3.45200E+05      1.00100E+04
      1.07870E-05      0.00000E+00      4.23900E+05      1.17600E+04
      1.08140E-05      0.00000E+00      5.80600E+05      1.60800E+04
      1.08410E-05      0.00000E+00      7.20100E+05      1.95000E+04
      1.08670E-05      0.00000E+00      8.84000E+05      2.35300E+04
      1.08940E-05      0.00000E+00      1.01000E+06      2.68200E+04
      1.09210E-05      0.00000E+00      1.09700E+06      2.90500E+04
      1.09480E-05      0.00000E+00      1.02900E+06      2.66500E+04
      1.09760E-05      0.00000E+00      9.80500E+05      2.57400E+04
      1.10030E-05      0.00000E+00      8.27000E+05      2.16900E+04
      1.10300E-05      0.00000E+00      7.07700E+05      1.89300E+04
      1.10580E-05      0.00000E+00      5.48000E+05      1.46700E+04
      1.10850E-05      0.00000E+00      4.29900E+05      1.16400E+04
      1.11130E-05      0.00000E+00      3.45000E+05      9.52300E+03
      1.11410E-05      0.00000E+00      2.84700E+05      8.18800E+03
      1.11690E-05      0.00000E+00      2.36900E+05      6.95200E+03
      1.11970E-05      0.00000E+00      1.93100E+05      5.76900E+03
      1.12250E-05      0.00000E+00      1.64400E+05      5.09500E+03
      1.12530E-05      0.00000E+00      1.44300E+05      4.59300E+03
      1.12820E-05      0.00000E+00      1.35100E+05      4.46700E+03
      1.13100E-05      0.00000E+00      1.14700E+05      3.96000E+03
      1.13390E-05      0.00000E+00      1.08500E+05      3.78600E+03
      1.13670E-05      0.00000E+00      9.81300E+04      3.54300E+03
      1.13960E-05      0.00000E+00      8.60200E+04      3.23600E+03
      1.14250E-05      0.00000E+00      8.87800E+04      3.30700E+03
      1.14540E-05      0.00000E+00      8.25700E+04      3.11400E+03
