# entry       : 20001 
# subentry    : 002 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1970 
# author      : J.Blons 
# institute   : 2FR SAC 
# reference   : (C,70HELSINKI,1,513,1970) 
# facilitie   : {'type': 'LINAC', 'x4code': '2FR SAC'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      3.76940E-05      0.00000E+00      3.35430E+03      0.00000E+00       # Lab                   
      3.77200E-05      0.00000E+00      4.83930E+02      0.00000E+00       # Lab                   
      3.77460E-05      0.00000E+00     -1.60430E+03      0.00000E+00       # Lab                   
      3.77710E-05      0.00000E+00     -1.86710E+03      0.00000E+00       # Lab                   
      3.77970E-05      0.00000E+00      4.38990E+03      0.00000E+00       # Lab                   
      3.78230E-05      0.00000E+00      1.06430E+04      0.00000E+00       # Lab                   
      3.78480E-05      0.00000E+00      4.14150E+03      0.00000E+00       # Lab                   
      3.78740E-05      0.00000E+00      3.09570E+03      0.00000E+00       # Lab                   
      3.79000E-05      0.00000E+00      2.83660E+03      0.00000E+00       # Lab                   
      3.79260E-05      0.00000E+00      2.16790E+02      0.00000E+00       # Lab                   
      3.79510E-05      0.00000E+00      9.08050E+03      0.00000E+00       # Lab                   
      3.79770E-05      0.00000E+00      4.11420E+03      0.00000E+00       # Lab                   
      3.80030E-05      0.00000E+00      5.14020E+03      0.00000E+00       # Lab                   
      3.80290E-05      0.00000E+00      1.76170E+03      0.00000E+00       # Lab                   
      3.80550E-05      0.00000E+00      4.60460E+03      0.00000E+00       # Lab                   
      3.80810E-05      0.00000E+00      5.37200E+03      0.00000E+00       # Lab                   
      3.81070E-05      0.00000E+00      2.53150E+03      0.00000E+00       # Lab                   
      3.81330E-05      0.00000E+00      7.19700E+02      0.00000E+00       # Lab                   
      3.81590E-05      0.00000E+00      1.23480E+03      0.00000E+00       # Lab                   
      3.81850E-05      0.00000E+00      5.08590E+03      0.00000E+00       # Lab                   
      3.82110E-05      0.00000E+00     -1.85320E+03      0.00000E+00       # Lab                   
      3.82370E-05      0.00000E+00      3.03000E+03      0.00000E+00       # Lab                   
      3.82630E-05      0.00000E+00      3.54280E+03      0.00000E+00       # Lab                   
      3.82900E-05      0.00000E+00      8.67800E+03      0.00000E+00       # Lab                   
      3.83160E-05      0.00000E+00      7.12350E+03      0.00000E+00       # Lab                   
      3.83420E-05      0.00000E+00      1.22230E+03      0.00000E+00       # Lab                   
      3.83680E-05      0.00000E+00     -2.61260E+03      0.00000E+00       # Lab                   
      3.83950E-05      0.00000E+00      6.58010E+03      0.00000E+00       # Lab                   
      3.84210E-05      0.00000E+00      2.23770E+03      0.00000E+00       # Lab                   
      3.84470E-05      0.00000E+00      1.98190E+03      0.00000E+00       # Lab                   
      3.84740E-05      0.00000E+00      4.51860E+02      0.00000E+00       # Lab                   
      3.85000E-05      0.00000E+00      7.05210E+02      0.00000E+00       # Lab                   
      3.85260E-05      0.00000E+00      3.76540E+03      0.00000E+00       # Lab                   
      3.85530E-05      0.00000E+00      7.07950E+03      0.00000E+00       # Lab                   
      3.85790E-05      0.00000E+00      4.27270E+03      0.00000E+00       # Lab                   
      3.86060E-05      0.00000E+00     -5.67040E+03      0.00000E+00       # Lab                   
      3.86320E-05      0.00000E+00     -1.08270E+03      0.00000E+00       # Lab                   
      3.86590E-05      0.00000E+00      2.23110E+03      0.00000E+00       # Lab                   
      3.86850E-05      0.00000E+00      5.29540E+03      0.00000E+00       # Lab                   
      3.87120E-05      0.00000E+00      2.73330E+03      0.00000E+00       # Lab                   
      3.87390E-05      0.00000E+00      8.06540E+03      0.00000E+00       # Lab                   
      3.87650E-05      0.00000E+00      8.58100E+03      0.00000E+00       # Lab                   
      3.87920E-05      0.00000E+00      6.29490E+03      0.00000E+00       # Lab                   
      3.88190E-05      0.00000E+00      3.23530E+03      0.00000E+00       # Lab                   
      3.88460E-05      0.00000E+00      4.50450E+03      0.00000E+00       # Lab                   
      3.88720E-05      0.00000E+00      2.72840E+03      0.00000E+00       # Lab                   
      3.88990E-05      0.00000E+00      1.83240E+02      0.00000E+00       # Lab                   
      3.89260E-05      0.00000E+00     -7.13200E+01      0.00000E+00       # Lab                   
      3.89530E-05      0.00000E+00     -2.60820E+03      0.00000E+00       # Lab                   
      3.89800E-05      0.00000E+00      9.57580E+03      0.00000E+00       # Lab                   
      3.90070E-05      0.00000E+00      1.19850E+03      0.00000E+00       # Lab                   
      3.90340E-05      0.00000E+00     -4.13370E+03      0.00000E+00       # Lab                   
      3.90610E-05      0.00000E+00      4.34300E+02      0.00000E+00       # Lab                   
      3.90880E-05      0.00000E+00     -3.28870E+02      0.00000E+00       # Lab                   
      3.91150E-05      0.00000E+00      1.19140E+03      0.00000E+00       # Lab                   
      3.91420E-05      0.00000E+00      2.45510E+03      0.00000E+00       # Lab                   
      3.91690E-05      0.00000E+00      8.28360E+03      0.00000E+00       # Lab                   
      3.91960E-05      0.00000E+00      4.23660E+03      0.00000E+00       # Lab                   
      3.92230E-05      0.00000E+00      5.99700E+03      0.00000E+00       # Lab                   
      3.92500E-05      0.00000E+00      2.44920E+03      0.00000E+00       # Lab                   
      3.92770E-05      0.00000E+00      6.46530E+03      0.00000E+00       # Lab                   
      3.93050E-05      0.00000E+00      3.94150E+03      0.00000E+00       # Lab                   
      3.93320E-05      0.00000E+00      2.17600E+03      0.00000E+00       # Lab                   
      3.93590E-05      0.00000E+00     -8.00970E+01      0.00000E+00       # Lab                   
      3.93860E-05      0.00000E+00      1.67290E+03      0.00000E+00       # Lab                   
      3.94140E-05      0.00000E+00      4.66990E+03      0.00000E+00       # Lab                   
      3.94410E-05      0.00000E+00     -2.82960E+03      0.00000E+00       # Lab                   
      3.94680E-05      0.00000E+00      4.90250E+03      0.00000E+00       # Lab                   
      3.94960E-05      0.00000E+00     -3.33240E+02      0.00000E+00       # Lab                   
      3.95230E-05      0.00000E+00      3.90230E+03      0.00000E+00       # Lab                   
      3.95510E-05      0.00000E+00      5.87990E+03      0.00000E+00       # Lab                   
      3.95780E-05      0.00000E+00      3.63950E+03      0.00000E+00       # Lab                   
      3.96060E-05      0.00000E+00      3.38190E+03      0.00000E+00       # Lab                   
      3.96330E-05      0.00000E+00      9.05070E+02      0.00000E+00       # Lab                   
      3.96610E-05      0.00000E+00      3.13320E+03      0.00000E+00       # Lab                   
      3.96890E-05      0.00000E+00      3.37590E+03      0.00000E+00       # Lab                   
      3.97160E-05      0.00000E+00      2.38510E+03      0.00000E+00       # Lab                   
      3.97440E-05      0.00000E+00      3.85910E+03      0.00000E+00       # Lab                   
      3.97720E-05      0.00000E+00      1.88420E+03      0.00000E+00       # Lab                   
      3.97990E-05      0.00000E+00      2.13040E+03      0.00000E+00       # Lab                   
      3.98270E-05      0.00000E+00      1.55290E+02      0.00000E+00       # Lab                   
      3.98550E-05      0.00000E+00     -2.31150E+03      0.00000E+00       # Lab                   
      3.98830E-05      0.00000E+00      3.84750E+03      0.00000E+00       # Lab                   
      3.99110E-05      0.00000E+00      5.32350E+03      0.00000E+00       # Lab                   
      3.99390E-05      0.00000E+00      4.57780E+03      0.00000E+00       # Lab                   
      3.99660E-05      0.00000E+00      1.37880E+03      0.00000E+00       # Lab                   
      3.99940E-05      0.00000E+00      9.73160E+03      0.00000E+00       # Lab                   
      4.00220E-05      0.00000E+00      1.86680E+03      0.00000E+00       # Lab                   
      4.00500E-05      0.00000E+00     -2.05990E+03      0.00000E+00       # Lab                   
      4.00780E-05      0.00000E+00      6.77380E+03      0.00000E+00       # Lab                   
      4.01060E-05      0.00000E+00      6.51080E+03      0.00000E+00       # Lab                   
      4.01350E-05      0.00000E+00      6.75320E+03      0.00000E+00       # Lab                   
      4.01630E-05      0.00000E+00      5.53840E+03      0.00000E+00       # Lab                   
      4.01910E-05      0.00000E+00      4.05170E+03      0.00000E+00       # Lab                   
      4.02190E-05      0.00000E+00      3.32170E+03      0.00000E+00       # Lab                   
      4.02470E-05      0.00000E+00      3.89410E+02      0.00000E+00       # Lab                   
      4.02750E-05      0.00000E+00      1.04130E+04      0.00000E+00       # Lab                   
      4.03040E-05      0.00000E+00     -1.07920E+03      0.00000E+00       # Lab                   
      4.03320E-05      0.00000E+00      2.09420E+03      0.00000E+00       # Lab                   
      4.03600E-05      0.00000E+00      4.52040E+03      0.00000E+00       # Lab                   
      4.03890E-05      0.00000E+00      7.20400E+03      0.00000E+00       # Lab                   
      4.04170E-05      0.00000E+00      6.45570E+03      0.00000E+00       # Lab                   
      4.04450E-05      0.00000E+00      4.27250E+03      0.00000E+00       # Lab                   
      4.04740E-05      0.00000E+00      1.59090E+03      0.00000E+00       # Lab                   
      4.05020E-05      0.00000E+00      6.19900E+02      0.00000E+00       # Lab                   
      4.05310E-05      0.00000E+00      2.31140E+03      0.00000E+00       # Lab                   
      4.05590E-05      0.00000E+00      7.36050E+03      0.00000E+00       # Lab                   
      4.05880E-05      0.00000E+00      4.23040E+03      0.00000E+00       # Lab                   
      4.06170E-05      0.00000E+00      3.25750E+03      0.00000E+00       # Lab                   
      4.06450E-05      0.00000E+00      4.95010E+03      0.00000E+00       # Lab                   
      4.06740E-05      0.00000E+00      6.14280E+03      0.00000E+00       # Lab                   
      4.07030E-05      0.00000E+00      1.81290E+03      0.00000E+00       # Lab                   
      4.07310E-05      0.00000E+00      6.10480E+02      0.00000E+00       # Lab                   
      4.07600E-05      0.00000E+00      7.58670E+03      0.00000E+00       # Lab                   
      4.07890E-05      0.00000E+00      1.81060E+03      0.00000E+00       # Lab                   
      4.08180E-05      0.00000E+00     -1.12840E+02      0.00000E+00       # Lab                   
      4.08460E-05      0.00000E+00      5.87380E+03      0.00000E+00       # Lab                   
      4.08750E-05      0.00000E+00      8.73160E+03      0.00000E+00       # Lab                   
