# entry       : 12502 
# subentry    : 016 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1958 
# author      : L.M.Bollinger 
# institute   : 1USAANL 
# reference   : (C,58GENEVA,15,127,195809) 
# facilitie   : {'type': 'REAC', 'x4code': '1USAORL'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      4.05000E-07      0.00000E+00      5.40000E+05      0.00000E+00       # Lab                   
      4.18000E-07      0.00000E+00      4.70000E+05      0.00000E+00       # Lab                   
      4.30000E-07      0.00000E+00      3.80000E+05      0.00000E+00       # Lab                   
      4.40000E-07      0.00000E+00      3.35000E+05      0.00000E+00       # Lab                   
      4.60000E-07      0.00000E+00      2.80000E+05      0.00000E+00       # Lab                   
      4.70000E-07      0.00000E+00      2.45000E+05      0.00000E+00       # Lab                   
      4.85000E-07      0.00000E+00      2.15000E+05      0.00000E+00       # Lab                   
      5.00000E-07      0.00000E+00      1.90000E+05      0.00000E+00       # Lab                   
      5.15000E-07      0.00000E+00      1.70000E+05      0.00000E+00       # Lab                   
      5.35000E-07      0.00000E+00      1.45000E+05      0.00000E+00       # Lab                   
      5.55000E-07      0.00000E+00      1.30000E+05      0.00000E+00       # Lab                   
      5.70000E-07      0.00000E+00      1.18000E+05      0.00000E+00       # Lab                   
