# entry       : 40312 
# subentry    : 005 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1976 
# author      : Yu.V.Ryabov 
# institute   : 4ZZZDUB 
# reference   : (J,SJA,41,655,1976) 
# facility    : {'type': 'REAC', 'x4code': '4ZZZDUB'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      3.23100E-03      0.00000E+00      3.09000E+03      2.50000E+02       # Lab                   
      3.58000E-03      0.00000E+00      3.16000E+03      2.80000E+02       # Lab                   
      3.99000E-03      0.00000E+00      3.22000E+03      3.20000E+02       # Lab                   
      4.47000E-03      0.00000E+00      2.51000E+03      2.80000E+02       # Lab                   
      5.05000E-03      0.00000E+00      2.74000E+03      3.00000E+02       # Lab                   
      5.74000E-03      0.00000E+00      2.36000E+03      2.80000E+02       # Lab                   
      6.59000E-03      0.00000E+00      2.26000E+03      2.70000E+02       # Lab                   
      7.65000E-03      0.00000E+00      2.06000E+03      2.50000E+02       # Lab                   
      8.97000E-03      0.00000E+00      2.28000E+03      2.90000E+02       # Lab                   
      1.07000E-02      0.00000E+00      1.94000E+03      2.50000E+02       # Lab                   
      1.29000E-02      0.00000E+00      1.80000E+03      2.30000E+02       # Lab                   
