# entry       : 12905 
# subentry    : 003 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1984 
# author      : R.Gwin 
# institute   : 1USAORL 
# reference   : (J,NSE,88,37,8409) 
# facilitie   : {'x4code': 'LINAC'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      1.59400E-09      0.00000E+00      2.33300E+06      0.00000E+00       # Lab                   
      1.60070E-09      0.00000E+00      2.35500E+06      0.00000E+00       # Lab                   
      1.60740E-09      0.00000E+00      2.83630E+06      0.00000E+00       # Lab                   
      1.61420E-09      0.00000E+00      1.92710E+06      0.00000E+00       # Lab                   
      1.62100E-09      0.00000E+00      2.39240E+06      0.00000E+00       # Lab                   
      1.62780E-09      0.00000E+00      1.98820E+06      0.00000E+00       # Lab                   
      1.63470E-09      0.00000E+00      1.72200E+06      0.00000E+00       # Lab                   
      1.64170E-09      0.00000E+00      2.34870E+06      0.00000E+00       # Lab                   
      1.64870E-09      0.00000E+00      3.47940E+06      0.00000E+00       # Lab                   
      1.65570E-09      0.00000E+00      3.04040E+06      0.00000E+00       # Lab                   
      1.66280E-09      0.00000E+00      2.69020E+06      0.00000E+00       # Lab                   
      1.66990E-09      0.00000E+00      3.02470E+06      0.00000E+00       # Lab                   
      1.67710E-09      0.00000E+00      2.17750E+06      0.00000E+00       # Lab                   
      1.68430E-09      0.00000E+00      3.55160E+06      0.00000E+00       # Lab                   
      1.69150E-09      0.00000E+00      2.46690E+06      0.00000E+00       # Lab                   
      1.69880E-09      0.00000E+00      2.15580E+06      0.00000E+00       # Lab                   
      1.70620E-09      0.00000E+00      2.06420E+06      0.00000E+00       # Lab                   
      1.71360E-09      0.00000E+00      1.94920E+06      0.00000E+00       # Lab                   
      1.72100E-09      0.00000E+00      2.38430E+06      0.00000E+00       # Lab                   
      1.72850E-09      0.00000E+00      2.13720E+06      0.00000E+00       # Lab                   
      1.73610E-09      0.00000E+00      2.33510E+06      0.00000E+00       # Lab                   
      1.74370E-09      0.00000E+00      2.71150E+06      0.00000E+00       # Lab                   
      1.75130E-09      0.00000E+00      2.21780E+06      0.00000E+00       # Lab                   
      1.75900E-09      0.00000E+00      2.84070E+06      0.00000E+00       # Lab                   
      1.76680E-09      0.00000E+00      3.52410E+06      0.00000E+00       # Lab                   
      1.77460E-09      0.00000E+00      2.80680E+06      0.00000E+00       # Lab                   
      1.78240E-09      0.00000E+00      2.09980E+06      0.00000E+00       # Lab                   
      1.79030E-09      0.00000E+00      2.96130E+06      0.00000E+00       # Lab                   
      1.79830E-09      0.00000E+00      2.07560E+06      0.00000E+00       # Lab                   
      1.80630E-09      0.00000E+00      2.76230E+06      0.00000E+00       # Lab                   
      1.81430E-09      0.00000E+00      2.44970E+06      0.00000E+00       # Lab                   
      1.82250E-09      0.00000E+00      2.08280E+06      0.00000E+00       # Lab                   
      1.83060E-09      0.00000E+00      2.71190E+06      0.00000E+00       # Lab                   
      1.83890E-09      0.00000E+00      2.19750E+06      0.00000E+00       # Lab                   
      1.84710E-09      0.00000E+00      2.70840E+06      0.00000E+00       # Lab                   
      1.85550E-09      0.00000E+00      2.54700E+06      0.00000E+00       # Lab                   
      1.86390E-09      0.00000E+00      2.42550E+06      0.00000E+00       # Lab                   
      1.87230E-09      0.00000E+00      2.45850E+06      0.00000E+00       # Lab                   
      1.88080E-09      0.00000E+00      2.32300E+06      0.00000E+00       # Lab                   
      1.88940E-09      0.00000E+00      2.20160E+06      0.00000E+00       # Lab                   
      1.89800E-09      0.00000E+00      2.36230E+06      0.00000E+00       # Lab                   
      1.90670E-09      0.00000E+00      2.14620E+06      0.00000E+00       # Lab                   
      1.91550E-09      0.00000E+00      2.54130E+06      0.00000E+00       # Lab                   
      1.92430E-09      0.00000E+00      2.67330E+06      0.00000E+00       # Lab                   
      1.93310E-09      0.00000E+00      2.72180E+06      0.00000E+00       # Lab                   
      1.94210E-09      0.00000E+00      2.33040E+06      0.00000E+00       # Lab                   
      1.95100E-09      0.00000E+00      2.62540E+06      0.00000E+00       # Lab                   
      1.96010E-09      0.00000E+00      2.58300E+06      0.00000E+00       # Lab                   
      1.96920E-09      0.00000E+00      2.11380E+06      0.00000E+00       # Lab                   
      1.97840E-09      0.00000E+00      2.50580E+06      0.00000E+00       # Lab                   
      1.98760E-09      0.00000E+00      2.69060E+06      0.00000E+00       # Lab                   
      1.99690E-09      0.00000E+00      2.42790E+06      0.00000E+00       # Lab                   
      2.00630E-09      0.00000E+00      2.40220E+06      0.00000E+00       # Lab                   
      2.01580E-09      0.00000E+00      2.55410E+06      0.00000E+00       # Lab                   
      2.02530E-09      0.00000E+00      2.62830E+06      0.00000E+00       # Lab                   
      2.03480E-09      0.00000E+00      1.83450E+06      0.00000E+00       # Lab                   
      2.04450E-09      0.00000E+00      2.31610E+06      0.00000E+00       # Lab                   
      2.05420E-09      0.00000E+00      2.16420E+06      0.00000E+00       # Lab                   
      2.06400E-09      0.00000E+00      2.27080E+06      0.00000E+00       # Lab                   
      2.07380E-09      0.00000E+00      2.75760E+06      0.00000E+00       # Lab                   
      2.08370E-09      0.00000E+00      2.33350E+06      0.00000E+00       # Lab                   
      2.09370E-09      0.00000E+00      1.90150E+06      0.00000E+00       # Lab                   
      2.10380E-09      0.00000E+00      2.28330E+06      0.00000E+00       # Lab                   
      2.11390E-09      0.00000E+00      1.78680E+06      0.00000E+00       # Lab                   
      2.12410E-09      0.00000E+00      2.53400E+06      0.00000E+00       # Lab                   
      2.13440E-09      0.00000E+00      2.51290E+06      0.00000E+00       # Lab                   
      2.14480E-09      0.00000E+00      2.69050E+06      0.00000E+00       # Lab                   
      2.15520E-09      0.00000E+00      2.52350E+06      0.00000E+00       # Lab                   
      2.16570E-09      0.00000E+00      2.33950E+06      0.00000E+00       # Lab                   
      2.17630E-09      0.00000E+00      2.16320E+06      0.00000E+00       # Lab                   
      2.18700E-09      0.00000E+00      2.06560E+06      0.00000E+00       # Lab                   
      2.19770E-09      0.00000E+00      1.86720E+06      0.00000E+00       # Lab                   
      2.20860E-09      0.00000E+00      2.23010E+06      0.00000E+00       # Lab                   
      2.21950E-09      0.00000E+00      2.05890E+06      0.00000E+00       # Lab                   
      2.23040E-09      0.00000E+00      2.03010E+06      0.00000E+00       # Lab                   
      2.24150E-09      0.00000E+00      2.29180E+06      0.00000E+00       # Lab                   
      2.25270E-09      0.00000E+00      2.44090E+06      0.00000E+00       # Lab                   
      2.26390E-09      0.00000E+00      2.24920E+06      0.00000E+00       # Lab                   
      2.27520E-09      0.00000E+00      1.98220E+06      0.00000E+00       # Lab                   
      2.28660E-09      0.00000E+00      2.77160E+06      0.00000E+00       # Lab                   
      2.29810E-09      0.00000E+00      1.86730E+06      0.00000E+00       # Lab                   
      2.30970E-09      0.00000E+00      1.82990E+06      0.00000E+00       # Lab                   
      2.32130E-09      0.00000E+00      1.92790E+06      0.00000E+00       # Lab                   
      2.33310E-09      0.00000E+00      1.87040E+06      0.00000E+00       # Lab                   
      2.34490E-09      0.00000E+00      2.05930E+06      0.00000E+00       # Lab                   
      2.35690E-09      0.00000E+00      2.07530E+06      0.00000E+00       # Lab                   
      2.36890E-09      0.00000E+00      2.15000E+06      0.00000E+00       # Lab                   
      2.38100E-09      0.00000E+00      2.17070E+06      0.00000E+00       # Lab                   
      2.39320E-09      0.00000E+00      2.42010E+06      0.00000E+00       # Lab                   
      2.40550E-09      0.00000E+00      2.10620E+06      0.00000E+00       # Lab                   
      2.41790E-09      0.00000E+00      2.42650E+06      0.00000E+00       # Lab                   
      2.43040E-09      0.00000E+00      2.60530E+06      0.00000E+00       # Lab                   
      2.44300E-09      0.00000E+00      2.33080E+06      0.00000E+00       # Lab                   
      2.45570E-09      0.00000E+00      2.47060E+06      0.00000E+00       # Lab                   
      2.46850E-09      0.00000E+00      2.09270E+06      0.00000E+00       # Lab                   
      2.48140E-09      0.00000E+00      2.21830E+06      0.00000E+00       # Lab                   
      2.49430E-09      0.00000E+00      2.60970E+06      0.00000E+00       # Lab                   
      2.50740E-09      0.00000E+00      2.63410E+06      0.00000E+00       # Lab                   
      2.52060E-09      0.00000E+00      2.35680E+06      0.00000E+00       # Lab                   
      2.53390E-09      0.00000E+00      2.52910E+06      0.00000E+00       # Lab                   
      2.54730E-09      0.00000E+00      2.59580E+06      0.00000E+00       # Lab                   
      2.56080E-09      0.00000E+00      1.93120E+06      0.00000E+00       # Lab                   
      2.57450E-09      0.00000E+00      2.24930E+06      0.00000E+00       # Lab                   
      2.58820E-09      0.00000E+00      2.03570E+06      0.00000E+00       # Lab                   
      2.60200E-09      0.00000E+00      2.34630E+06      0.00000E+00       # Lab                   
      2.61600E-09      0.00000E+00      2.31060E+06      0.00000E+00       # Lab                   
      2.63000E-09      0.00000E+00      1.90410E+06      0.00000E+00       # Lab                   
      2.64420E-09      0.00000E+00      1.84110E+06      0.00000E+00       # Lab                   
      2.65850E-09      0.00000E+00      2.08220E+06      0.00000E+00       # Lab                   
      2.67290E-09      0.00000E+00      2.22420E+06      0.00000E+00       # Lab                   
      2.68740E-09      0.00000E+00      1.86850E+06      0.00000E+00       # Lab                   
      2.70210E-09      0.00000E+00      2.22320E+06      0.00000E+00       # Lab                   
      2.71680E-09      0.00000E+00      1.76670E+06      0.00000E+00       # Lab                   
      2.73170E-09      0.00000E+00      1.88050E+06      0.00000E+00       # Lab                   
      2.74670E-09      0.00000E+00      1.99880E+06      0.00000E+00       # Lab                   
      2.76190E-09      0.00000E+00      2.00650E+06      0.00000E+00       # Lab                   
      2.77710E-09      0.00000E+00      2.09410E+06      0.00000E+00       # Lab                   
      2.79250E-09      0.00000E+00      2.04900E+06      0.00000E+00       # Lab                   
      2.80800E-09      0.00000E+00      2.27910E+06      0.00000E+00       # Lab                   
      2.82370E-09      0.00000E+00      1.98450E+06      0.00000E+00       # Lab                   
      2.83940E-09      0.00000E+00      1.78760E+06      0.00000E+00       # Lab                   
      2.85530E-09      0.00000E+00      1.67150E+06      0.00000E+00       # Lab                   
      2.87140E-09      0.00000E+00      1.91500E+06      0.00000E+00       # Lab                   
      2.88750E-09      0.00000E+00      1.93140E+06      0.00000E+00       # Lab                   
      2.90380E-09      0.00000E+00      1.80480E+06      0.00000E+00       # Lab                   
      2.92030E-09      0.00000E+00      2.22100E+06      0.00000E+00       # Lab                   
      2.93690E-09      0.00000E+00      1.88020E+06      0.00000E+00       # Lab                   
      2.95360E-09      0.00000E+00      2.11240E+06      0.00000E+00       # Lab                   
      2.97050E-09      0.00000E+00      1.85050E+06      0.00000E+00       # Lab                   
      2.98750E-09      0.00000E+00      2.02860E+06      0.00000E+00       # Lab                   
      3.00470E-09      0.00000E+00      2.11610E+06      0.00000E+00       # Lab                   
      3.02200E-09      0.00000E+00      1.96940E+06      0.00000E+00       # Lab                   
      3.03950E-09      0.00000E+00      1.76460E+06      0.00000E+00       # Lab                   
      3.05710E-09      0.00000E+00      1.81810E+06      0.00000E+00       # Lab                   
      3.07480E-09      0.00000E+00      2.17420E+06      0.00000E+00       # Lab                   
      3.09280E-09      0.00000E+00      2.07620E+06      0.00000E+00       # Lab                   
      3.11080E-09      0.00000E+00      1.77170E+06      0.00000E+00       # Lab                   
      3.12910E-09      0.00000E+00      1.73860E+06      0.00000E+00       # Lab                   
      3.14750E-09      0.00000E+00      2.03160E+06      0.00000E+00       # Lab                   
      3.16610E-09      0.00000E+00      2.32840E+06      0.00000E+00       # Lab                   
      3.18480E-09      0.00000E+00      1.77360E+06      0.00000E+00       # Lab                   
      3.20370E-09      0.00000E+00      2.29580E+06      0.00000E+00       # Lab                   
      3.22270E-09      0.00000E+00      1.85340E+06      0.00000E+00       # Lab                   
      3.24200E-09      0.00000E+00      1.95990E+06      0.00000E+00       # Lab                   
      3.26140E-09      0.00000E+00      1.80080E+06      0.00000E+00       # Lab                   
      3.28100E-09      0.00000E+00      2.10650E+06      0.00000E+00       # Lab                   
      3.30070E-09      0.00000E+00      1.77760E+06      0.00000E+00       # Lab                   
      3.32070E-09      0.00000E+00      1.96080E+06      0.00000E+00       # Lab                   
      3.34080E-09      0.00000E+00      1.95570E+06      0.00000E+00       # Lab                   
      3.36110E-09      0.00000E+00      1.89310E+06      0.00000E+00       # Lab                   
      3.38160E-09      0.00000E+00      1.82410E+06      0.00000E+00       # Lab                   
      3.40230E-09      0.00000E+00      2.03370E+06      0.00000E+00       # Lab                   
      3.42310E-09      0.00000E+00      1.74400E+06      0.00000E+00       # Lab                   
      3.44420E-09      0.00000E+00      1.72520E+06      0.00000E+00       # Lab                   
      3.46540E-09      0.00000E+00      1.87510E+06      0.00000E+00       # Lab                   
      3.48690E-09      0.00000E+00      1.83550E+06      0.00000E+00       # Lab                   
      3.50860E-09      0.00000E+00      2.03170E+06      0.00000E+00       # Lab                   
      3.53040E-09      0.00000E+00      1.76040E+06      0.00000E+00       # Lab                   
      3.55250E-09      0.00000E+00      1.77740E+06      0.00000E+00       # Lab                   
      3.57470E-09      0.00000E+00      1.87500E+06      0.00000E+00       # Lab                   
      3.59720E-09      0.00000E+00      2.04380E+06      0.00000E+00       # Lab                   
      3.61990E-09      0.00000E+00      2.07510E+06      0.00000E+00       # Lab                   
      3.64280E-09      0.00000E+00      1.91900E+06      0.00000E+00       # Lab                   
