# entry       : 40024 
# subentry    : 005 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1972 
# author      : M.A.Kurov 
# institute   : 4ZZZDUB 
# reference   : (R,INDC(CCP)-031,34,1972) 
# facility    : {'type': 'REAC', 'x4code': '4ZZZDUB'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      5.50000E-06      0.00000E+00      2.62000E+04      0.00000E+00       # Lab                   
      1.00000E-05      0.00000E+00      9.18000E+04      0.00000E+00       # Lab                   
      2.00000E-05      0.00000E+00      2.64000E+04      0.00000E+00       # Lab                   
      3.00000E-05      0.00000E+00      3.50000E+03      0.00000E+00       # Lab                   
      4.00000E-05      0.00000E+00      1.90000E+04      0.00000E+00       # Lab                   
      5.00000E-05      0.00000E+00      5.08000E+04      0.00000E+00       # Lab                   
      6.00000E-05      0.00000E+00      4.66000E+04      0.00000E+00       # Lab                   
      7.00000E-05      0.00000E+00      4.76000E+04      0.00000E+00       # Lab                   
      8.00000E-05      0.00000E+00      6.19000E+04      0.00000E+00       # Lab                   
      9.00000E-05      0.00000E+00      3.14000E+04      0.00000E+00       # Lab                   
      1.00000E-04      0.00000E+00      1.81000E+04      0.00000E+00       # Lab                   
      2.00000E-04      0.00000E+00      1.78000E+04      0.00000E+00       # Lab                   
      3.00000E-04      0.00000E+00      5.80000E+03      0.00000E+00       # Lab                   
      4.00000E-04      0.00000E+00      3.70000E+03      0.00000E+00       # Lab                   
      5.00000E-04      0.00000E+00      1.64000E+04      0.00000E+00       # Lab                   
      6.00000E-04      0.00000E+00      4.60000E+03      0.00000E+00       # Lab                   
      7.00000E-04      0.00000E+00      6.10000E+03      0.00000E+00       # Lab                   
      8.00000E-04      0.00000E+00      6.10000E+03      0.00000E+00       # Lab                   
      9.00000E-04      0.00000E+00      8.50000E+03      0.00000E+00       # Lab                   
      1.00000E-03      0.00000E+00      4.90000E+03      0.00000E+00       # Lab                   
      2.00000E-03      0.00000E+00      3.20000E+03      0.00000E+00       # Lab                   
      3.00000E-03      0.00000E+00      3.10000E+03      0.00000E+00       # Lab                   
      4.00000E-03      0.00000E+00      2.60000E+03      0.00000E+00       # Lab                   
      5.00000E-03      0.00000E+00      1.80000E+03      0.00000E+00       # Lab                   
      6.00000E-03      0.00000E+00      1.90000E+03      0.00000E+00       # Lab                   
      7.00000E-03      0.00000E+00      2.10000E+03      0.00000E+00       # Lab                   
      8.00000E-03      0.00000E+00      2.00000E+03      0.00000E+00       # Lab                   
      9.00000E-03      0.00000E+00      1.80000E+03      0.00000E+00       # Lab                   
      1.00000E-02      0.00000E+00      1.50000E+03      0.00000E+00       # Lab                   
      1.50000E-02      0.00000E+00      1.60000E+03      0.00000E+00       # Lab                   
