# entry       : 20428 
# subentry    : 003 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1975 
# author      : D.B.Gayther 
# institute   : 2UK HAR 
# reference   : (C,75WASH,2,564,1975) 
# facilitie   : {'type': 'LINAC', 'x4code': '2UK HAR'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      1.50000E-03      0.00000E+00      5.67200E+03      0.00000E+00       # Lab                   
      2.00000E-03      0.00000E+00      3.41700E+03      0.00000E+00       # Lab                   
      2.50000E-03      0.00000E+00      3.10900E+03      0.00000E+00       # Lab                   
      3.00000E-03      0.00000E+00      3.54100E+03      0.00000E+00       # Lab                   
      4.00000E-03      0.00000E+00      3.09700E+03      0.00000E+00       # Lab                   
      5.00000E-03      0.00000E+00      2.39100E+03      0.00000E+00       # Lab                   
      6.00000E-03      0.00000E+00      2.27800E+03      0.00000E+00       # Lab                   
      7.00000E-03      0.00000E+00      2.04700E+03      0.00000E+00       # Lab                   
      8.00000E-03      0.00000E+00      2.13000E+03      0.00000E+00       # Lab                   
      9.00000E-03      0.00000E+00      2.22200E+03      0.00000E+00       # Lab                   
      1.00000E-02      0.00000E+00      1.82000E+03      0.00000E+00       # Lab                   
      1.50000E-02      0.00000E+00      1.77300E+03      0.00000E+00       # Lab                   
      2.00000E-02      0.00000E+00      1.70900E+03      0.00000E+00       # Lab                   
      2.50000E-02      0.00000E+00      1.65000E+03      0.00000E+00       # Lab                   
      3.00000E-02      0.00000E+00      1.57900E+03      0.00000E+00       # Lab                   
      4.00000E-02      0.00000E+00      1.63200E+03      0.00000E+00       # Lab                   
      5.00000E-02      0.00000E+00      1.55200E+03      0.00000E+00       # Lab                   
      6.00000E-02      0.00000E+00      1.57000E+03      0.00000E+00       # Lab                   
      7.00000E-02      0.00000E+00      1.59600E+03      0.00000E+00       # Lab                   
      8.00000E-02      0.00000E+00      1.57200E+03      0.00000E+00       # Lab                   
      9.00000E-02      0.00000E+00      1.59300E+03      0.00000E+00       # Lab                   
      1.00000E-01      0.00000E+00      1.54500E+03      0.00000E+00       # Lab                   
      1.50000E-01      0.00000E+00      1.49600E+03      0.00000E+00       # Lab                   
      2.00000E-01      0.00000E+00      1.48000E+03      0.00000E+00       # Lab                   
      2.50000E-01      0.00000E+00      1.51300E+03      0.00000E+00       # Lab                   
      3.00000E-01      0.00000E+00      1.49700E+03      0.00000E+00       # Lab                   
      4.00000E-01      0.00000E+00      1.51100E+03      0.00000E+00       # Lab                   
      5.00000E-01      0.00000E+00      1.55800E+03      0.00000E+00       # Lab                   
      6.00000E-01      0.00000E+00      1.61900E+03      0.00000E+00       # Lab                   
      7.00000E-01      0.00000E+00      1.64800E+03      0.00000E+00       # Lab                   
      8.00000E-01      0.00000E+00      1.68100E+03      0.00000E+00       # Lab                   
      9.00000E-01      0.00000E+00      1.74400E+03      0.00000E+00       # Lab                   
      1.00000E+00      0.00000E+00      1.78300E+03      0.00000E+00       # Lab                   
