# entry       : 40025 
# subentry    : 005 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG,,AV) 
# year        : 1971 
# author      : M.A.Kurov 
# institute   : 4ZZZDUB 
# reference   : (J,SJA,30,446,1971) 
# facilitie   : None
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      2.00000E-04      1.50000E-14      2.16300E+04      0.00000E+00       # Lab                   
      3.00000E-04      1.50000E-14      1.87800E+04      0.00000E+00       # Lab                   
      4.00000E-04      1.50000E-14      7.30000E+03      0.00000E+00       # Lab                   
      5.00000E-04      1.50000E-14      1.23000E+04      0.00000E+00       # Lab                   
      6.00000E-04      1.50000E-14      1.83300E+04      0.00000E+00       # Lab                   
      7.00000E-04      1.50000E-14      7.34000E+03      0.00000E+00       # Lab                   
      8.00000E-04      1.50000E-14      6.57000E+03      0.00000E+00       # Lab                   
      9.00000E-04      1.50000E-14      7.03000E+03      0.00000E+00       # Lab                   
      1.00000E-03      1.50000E-14      1.09300E+04      0.00000E+00       # Lab                   
      2.00000E-03      1.50000E-14      5.56000E+03      0.00000E+00       # Lab                   
      3.00000E-03      1.50000E-14      3.61000E+03      0.00000E+00       # Lab                   
      4.00000E-03      1.50000E-14      3.65000E+03      0.00000E+00       # Lab                   
      5.00000E-03      1.50000E-14      2.65000E+03      0.00000E+00       # Lab                   
      6.00000E-03      1.50000E-14      2.36000E+03      0.00000E+00       # Lab                   
      7.00000E-03      1.50000E-14      2.13000E+03      0.00000E+00       # Lab                   
      8.00000E-03      1.50000E-14      2.55000E+03      0.00000E+00       # Lab                   
      9.10000E-03      1.50000E-14      2.32000E+03      0.00000E+00       # Lab                   
      1.01000E-02      1.50000E-14      2.22000E+03      0.00000E+00       # Lab                   
      2.00000E-02      1.50000E-14      2.09000E+03      0.00000E+00       # Lab                   
      2.96000E-02      1.50000E-14      2.05000E+03      0.00000E+00       # Lab                   
