# entry       : 21848 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1968 
# author      : W.P.Poenitz 
# institute   : 2GERKFK 
# reference   : (J,JNE,22,505,6808) 
# facility    : {'x4code': 'VDG  '} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      2.47000E-02      1.30000E-03      6.76000E+02      0.00000E+00
      2.50000E-02      9.00000E-04      6.39000E+02      0.00000E+00
      3.08000E-02      1.30000E-03      5.91000E+02      0.00000E+00
      3.60000E-02      1.60000E-03      4.88000E+02      0.00000E+00
      4.46000E-02      2.30000E-03      4.59000E+02      0.00000E+00
      4.74000E-02      1.70000E-03      4.57000E+02      0.00000E+00
      5.09000E-02      1.80000E-03      4.47000E+02      0.00000E+00
      5.83000E-02      2.60000E-03      4.22000E+02      0.00000E+00
      6.19000E-02      2.70000E-03      3.97000E+02      0.00000E+00
      8.23000E-02      3.00000E-03      3.40000E+02      0.00000E+00
      8.88000E-02      3.00000E-03      3.18000E+02      0.00000E+00
      1.03300E-01      3.00000E-03      3.28000E+02      0.00000E+00
      1.34000E-01      3.00000E-03      2.94000E+02      0.00000E+00
      1.53000E-01      5.00000E-03      2.75000E+02      0.00000E+00
      1.71000E-01      4.00000E-03      2.73000E+02      0.00000E+00
      1.79000E-01      4.00000E-03      2.68000E+02      0.00000E+00
      1.84000E-01      4.00000E-03      2.65000E+02      0.00000E+00
      1.91000E-01      3.00000E-03      2.63000E+02      0.00000E+00
      2.27000E-01      4.00000E-03      2.50000E+02      0.00000E+00
      2.80000E-01      7.00000E-03      2.09000E+02      0.00000E+00
      3.42000E-01      8.00000E-03      1.85000E+02      0.00000E+00
      4.73000E-01      1.00000E-02      1.42000E+02      0.00000E+00
