# entry       : 23007 
# subentry    : 003 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG,,AV) 
# year        : 1983 
# author      : N.Yamamuro 
# institute   : 2JPNTIT 
# reference   : (J,NST,20,(10),797,198310) 
# facility    : {'type': 'LINAC', 'x4code': '2JPNKTO'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      3.60000E-03      4.00000E-04      2.83000E+03      0.00000E+00
      4.50000E-03      5.00000E-04      2.26000E+03      0.00000E+00
      5.50000E-03      5.00000E-04      1.89000E+03      0.00000E+00
      7.00000E-03      1.00000E-03      1.62000E+03      0.00000E+00
      9.00000E-03      1.00000E-03      1.25000E+03      0.00000E+00
      1.10000E-02      1.00000E-03      1.13000E+03      0.00000E+00
      1.35000E-02      1.50000E-03      9.23000E+02      0.00000E+00
      1.65000E-02      1.50000E-03      7.68000E+02      0.00000E+00
      1.95000E-02      1.50000E-03      6.81000E+02      0.00000E+00
      2.30000E-02      2.00000E-03      6.38000E+02      0.00000E+00
      2.75000E-02      2.50000E-03      5.92000E+02      0.00000E+00
      3.25000E-02      2.50000E-03      5.37000E+02      0.00000E+00
      4.00000E-02      5.00000E-03      4.87000E+02      0.00000E+00
      5.00000E-02      5.00000E-03      4.19000E+02      0.00000E+00
      6.00000E-02      5.00000E-03      3.69000E+02      0.00000E+00
      7.25000E-02      7.50000E-03      3.60000E+02      0.00000E+00
      9.00000E-02      1.00000E-02      3.18000E+02      0.00000E+00
      1.10000E-01      1.00000E-02      3.03000E+02      0.00000E+00
      1.35000E-01      1.50000E-02      2.75000E+02      0.00000E+00
      1.65000E-01      1.50000E-02      2.65000E+02      0.00000E+00
      2.00000E-01      2.00000E-02      2.56000E+02      0.00000E+00
      2.45000E-01      2.50000E-02      2.46000E+02      0.00000E+00
