# entry       : 23152 
# subentry    : 004 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 2011 
# author      : C.Lederer 
# institute   : 2FR FR  
# reference   : (J,PR/C,83,034608,2011) 
# facility    : {'type': 'SYNCY', 'x4code': '2ZZZCER'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      5.03300E-03      2.30000E-05      8.00000E+02      0.00000E+00
      5.07950E-03      2.35000E-05      6.58000E+02      0.00000E+00
      5.12650E-03      2.35000E-05      1.25000E+03      0.00000E+00
      5.17400E-03      2.40000E-05      2.09900E+03      0.00000E+00
      5.22200E-03      2.40000E-05      1.62300E+03      0.00000E+00
      5.27000E-03      2.40000E-05      1.07600E+03      0.00000E+00
      5.31850E-03      2.45000E-05      2.32800E+03      0.00000E+00
      5.36800E-03      2.50000E-05      2.25500E+03      0.00000E+00
      5.41800E-03      2.50000E-05      1.56400E+03      0.00000E+00
      5.46800E-03      2.50000E-05      1.49800E+03      0.00000E+00
      5.51850E-03      2.55000E-05      2.55400E+03      0.00000E+00
      5.56950E-03      2.55000E-05      3.30700E+03      0.00000E+00
      5.62100E-03      2.60000E-05      2.19700E+03      0.00000E+00
      5.67300E-03      2.60000E-05      1.46000E+03      0.00000E+00
      5.72550E-03      2.65000E-05      2.57500E+03      0.00000E+00
      5.77850E-03      2.65000E-05      1.31200E+03      0.00000E+00
      5.83200E-03      2.70000E-05      2.84300E+03      0.00000E+00
      5.88600E-03      2.70000E-05      2.06800E+03      0.00000E+00
      5.94050E-03      2.75000E-05      2.39900E+03      0.00000E+00
      5.99550E-03      2.75000E-05      1.29900E+03      0.00000E+00
      6.05100E-03      2.80000E-05      2.04500E+03      0.00000E+00
      6.10700E-03      2.80000E-05      2.29800E+03      0.00000E+00
      6.16350E-03      2.85000E-05      2.08000E+03      0.00000E+00
      6.22050E-03      2.85000E-05      1.38500E+03      0.00000E+00
      6.27800E-03      2.90000E-05      2.10400E+03      0.00000E+00
      6.33600E-03      2.90000E-05      1.54400E+03      0.00000E+00
      6.39450E-03      2.95000E-05      1.05400E+03      0.00000E+00
      6.45350E-03      2.95000E-05      1.60800E+03      0.00000E+00
      6.51300E-03      3.00000E-05      1.89600E+03      0.00000E+00
      6.57350E-03      3.05000E-05      1.61000E+03      0.00000E+00
      6.63450E-03      3.05000E-05      1.62500E+03      0.00000E+00
      6.69600E-03      3.10000E-05      2.25500E+03      0.00000E+00
      6.75800E-03      3.10000E-05      1.27900E+03      0.00000E+00
      6.82050E-03      3.15000E-05      1.84000E+03      0.00000E+00
      6.88350E-03      3.15000E-05      1.17000E+03      0.00000E+00
      6.94700E-03      3.20000E-05      2.17900E+03      0.00000E+00
      7.01150E-03      3.25000E-05      1.67300E+03      0.00000E+00
      7.07650E-03      3.25000E-05      2.52100E+03      0.00000E+00
      7.14200E-03      3.30000E-05      9.49000E+02      0.00000E+00
      7.20800E-03      3.30000E-05      2.20100E+03      0.00000E+00
      7.27450E-03      3.35000E-05      1.29200E+03      0.00000E+00
      7.34200E-03      3.40000E-05      2.03600E+03      0.00000E+00
      7.41000E-03      3.40000E-05      1.19500E+03      0.00000E+00
      7.47850E-03      3.45000E-05      1.93600E+03      0.00000E+00
      7.54750E-03      3.45000E-05      1.78900E+03      0.00000E+00
      7.61700E-03      3.50000E-05      1.25700E+03      0.00000E+00
      7.68750E-03      3.55000E-05      5.42000E+02      0.00000E+00
      7.75900E-03      3.60000E-05      1.97600E+03      0.00000E+00
      7.83100E-03      3.60000E-05      1.32600E+03      0.00000E+00
      7.90350E-03      3.65000E-05      1.64300E+03      0.00000E+00
      7.97650E-03      3.65000E-05      2.29000E+03      0.00000E+00
      8.05000E-03      3.70000E-05      1.12600E+03      0.00000E+00
      8.12450E-03      3.75000E-05      1.76400E+03      0.00000E+00
      8.20000E-03      3.80000E-05      8.09000E+02      0.00000E+00
      8.27600E-03      3.80000E-05      2.22200E+03      0.00000E+00
      8.35250E-03      3.85000E-05      1.41600E+03      0.00000E+00
