# entry       : 21962 
# subentry    : 003 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1985 
# author      : P.Andersson 
# institute   : 2SWDLND 
# reference   : (J,NP/A,443,404,1985) 
# facility    : {'type': 'VDGT', 'x4code': '2SWDLND'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      2.03000E+00      1.00000E-01      5.30000E+01      0.00000E+00
      2.26000E+00      1.00000E-01      4.60000E+01      0.00000E+00
      2.54000E+00      1.00000E-01      3.70000E+01      0.00000E+00
      2.68000E+00      1.00000E-01      2.50000E+01      0.00000E+00
      2.93000E+00      1.00000E-01      2.17000E+01      0.00000E+00
      3.17000E+00      1.00000E-01      1.78000E+01      0.00000E+00
      3.42000E+00      1.00000E-01      1.63000E+01      0.00000E+00
      3.69000E+00      1.00000E-01      1.48000E+01      0.00000E+00
      3.93000E+00      1.00000E-01      1.32000E+01      0.00000E+00
      4.13000E+00      1.00000E-01      1.18000E+01      0.00000E+00
      4.18000E+00      1.00000E-01      1.16000E+01      0.00000E+00
      4.59000E+00      1.00000E-01      8.80000E+00      0.00000E+00
      4.87000E+00      1.00000E-01      8.50000E+00      0.00000E+00
      5.26000E+00      1.00000E-01      6.90000E+00      0.00000E+00
      5.58000E+00      1.00000E-01      6.20000E+00      0.00000E+00
      5.90000E+00      1.00000E-01      5.10000E+00      0.00000E+00
      6.25000E+00      1.00000E-01      4.70000E+00      0.00000E+00
      6.49000E+00      1.00000E-01      4.30000E+00      0.00000E+00
      6.85000E+00      1.00000E-01      2.40000E+00      0.00000E+00
      7.13000E+00      1.00000E-01      2.30000E+00      0.00000E+00
      7.26000E+00      1.00000E-01      1.30000E+00      0.00000E+00
      7.60000E+00      1.00000E-01      8.00000E-01      0.00000E+00
