# entry       : 23253 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG,,AV) 
# year        : 2014 
# author      : C.Massimi 
# institute   : 2ITYUBO 
# reference   : (J,EPJ/A,50,124,2014) 
# facility    : {'type': 'LINAC', 'x4code': '2ZZZGEL'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      3.75000E-03      2.50000E-04      2.86960E+03      0.00000E+00
      4.25000E-03      2.50000E-04      2.28330E+03      0.00000E+00
      4.75000E-03      2.50000E-04      2.08880E+03      0.00000E+00
      5.25000E-03      2.50000E-04      1.54800E+03      0.00000E+00
      5.75000E-03      2.50000E-04      2.18860E+03      0.00000E+00
      6.25000E-03      2.50000E-04      1.73500E+03      0.00000E+00
      6.75000E-03      2.50000E-04      1.72190E+03      0.00000E+00
      7.50000E-03      5.00000E-04      1.56640E+03      0.00000E+00
      8.50000E-03      5.00000E-04      1.31200E+03      0.00000E+00
      9.50000E-03      5.00000E-04      1.15020E+03      0.00000E+00
      1.10000E-02      1.00000E-03      1.16250E+03      0.00000E+00
      1.30000E-02      1.00000E-03      9.57200E+02      0.00000E+00
      1.50000E-02      1.00000E-03      8.56900E+02      0.00000E+00
      1.70000E-02      1.00000E-03      8.21500E+02      0.00000E+00
      1.90000E-02      1.00000E-03      7.32900E+02      0.00000E+00
      2.20000E-02      2.00000E-03      6.41800E+02      0.00000E+00
      2.60000E-02      2.00000E-03      6.16500E+02      0.00000E+00
      3.00000E-02      2.00000E-03      5.84200E+02      0.00000E+00
      3.40000E-02      2.00000E-03      5.16000E+02      0.00000E+00
      3.80000E-02      2.00000E-03      5.16800E+02      0.00000E+00
      4.20000E-02      2.00000E-03      4.70900E+02      0.00000E+00
      4.80000E-02      4.00000E-03      4.40300E+02      0.00000E+00
      5.60000E-02      4.00000E-03      4.19200E+02      0.00000E+00
      6.40000E-02      4.00000E-03      3.89400E+02      0.00000E+00
      7.20000E-02      4.00000E-03      3.77100E+02      0.00000E+00
      8.00000E-02      4.00000E-03      3.42900E+02      0.00000E+00
