# entry       : 20558 
# subentry    : 003 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG,,AV) 
# year        : 1973 
# author      : C.Le Rigoleur 
# institute   : 2FR CAD 
# reference   : (R,CEA-N-1662,,7308) 
# facility    : {'x4code': 'VDG  '} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      7.75000E-02      2.50000E-03      3.52310E+02      1.27100E+01
      8.25000E-02      2.50000E-03      3.28300E+02      1.18400E+01
      8.75000E-02      2.50000E-03      3.11700E+02      1.12400E+01
      9.25000E-02      2.50000E-03      3.11990E+02      1.12500E+01
      9.75000E-02      2.50000E-03      3.15460E+02      1.13800E+01
      1.02500E-01      2.50000E-03      3.16090E+02      1.14000E+01
      1.07500E-01      2.50000E-03      3.15290E+02      1.13700E+01
      1.12500E-01      2.50000E-03      3.05620E+02      1.10200E+01
      1.17500E-01      2.50000E-03      2.92400E+02      1.05500E+01
      1.22500E-01      2.50000E-03      2.90790E+02      1.04900E+01
      1.27500E-01      2.50000E-03      2.88080E+02      1.03900E+01
      1.32500E-01      2.50000E-03      2.99040E+02      1.07900E+01
      1.37500E-01      2.50000E-03      2.85880E+02      1.03100E+01
      1.42500E-01      2.50000E-03      2.79010E+02      1.00600E+01
      1.47500E-01      2.50000E-03      2.71600E+02      9.80000E+00
      1.52500E-01      2.50000E-03      2.71000E+02      9.78000E+00
      1.57500E-01      2.50000E-03      2.71940E+02      9.82000E+00
      1.62500E-01      2.50000E-03      2.65720E+02      9.59000E+00
      2.00000E-01      1.00000E-02      2.47900E+02      8.94000E+00
      2.20000E-01      1.00000E-02      2.44350E+02      8.82000E+00
      2.35000E-01      5.00000E-03      2.39200E+02      8.64000E+00
      2.45000E-01      5.00000E-03      2.30790E+02      8.33000E+00
      2.60000E-01      1.00000E-02      2.25040E+02      8.12000E+00
      2.80000E-01      1.00000E-02      2.13120E+02      7.70000E+00
      3.00000E-01      1.00000E-02      2.20710E+02      8.02000E+00
      3.20000E-01      1.00000E-02      1.89780E+02      6.86000E+00
      3.40000E-01      1.00000E-02      1.76060E+02      6.36000E+00
      3.60000E-01      1.00000E-02      1.68750E+02      6.09000E+00
      3.80000E-01      1.00000E-02      1.64240E+02      5.93000E+00
      4.00000E-01      1.00000E-02      1.58620E+02      5.73000E+00
      4.20000E-01      1.00000E-02      1.53330E+02      5.55000E+00
      4.40000E-01      1.00000E-02      1.48480E+02      5.38000E+00
      4.60000E-01      1.00000E-02      1.41160E+02      5.11000E+00
      4.80000E-01      1.00000E-02      1.39750E+02      5.06000E+00
      5.00000E-01      1.00000E-02      1.42120E+02      5.15000E+00
      5.20000E-01      1.00000E-02      1.27660E+02      4.63000E+00
      5.37500E-01      7.50000E-03      1.29580E+02      4.71000E+00
