# entry       : 23152 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG,,AV) 
# year        : 2011 
# author      : C.Lederer 
# institute   : 2FR FR  
# reference   : (J,PR/C,83,034608,2011) 
# facility    : {'type': 'SYNCY', 'x4code': '2ZZZCER'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      5.31550E-03      3.05500E-04      1.81700E+03      0.00000E+00
      5.96400E-03      3.43000E-04      1.97000E+03      0.00000E+00
      6.69150E-03      3.84500E-04      1.66100E+03      0.00000E+00
      7.50800E-03      4.32000E-04      1.56900E+03      0.00000E+00
      8.42400E-03      4.84000E-04      1.44700E+03      0.00000E+00
      9.45150E-03      5.43500E-04      1.09200E+03      0.00000E+00
      1.06050E-02      6.10000E-04      1.15000E+03      0.00000E+00
      1.18990E-02      6.84000E-04      1.12600E+03      0.00000E+00
      1.33510E-02      7.68000E-04      1.00000E+03      0.00000E+00
      1.49805E-02      8.61500E-04      8.94000E+02      0.00000E+00
      1.68085E-02      9.66500E-04      7.86000E+02      0.00000E+00
      1.88590E-02      1.08400E-03      7.30000E+02      0.00000E+00
      2.11600E-02      1.21700E-03      6.66000E+02      0.00000E+00
      2.37420E-02      1.36500E-03      6.08000E+02      0.00000E+00
      2.66390E-02      1.53200E-03      6.23000E+02      0.00000E+00
      2.98895E-02      1.71850E-03      6.01000E+02      0.00000E+00
      3.35365E-02      1.92850E-03      5.09000E+02      0.00000E+00
      3.76285E-02      2.16350E-03      5.47000E+02      0.00000E+00
      4.22200E-02      2.42800E-03      4.50000E+02      0.00000E+00
      4.73720E-02      2.72400E-03      4.63000E+02      0.00000E+00
      5.31520E-02      3.05600E-03      4.46000E+02      0.00000E+00
      5.96375E-02      3.42950E-03      3.57000E+02      0.00000E+00
      6.69145E-02      3.84750E-03      4.00000E+02      0.00000E+00
      7.50790E-02      4.31700E-03      3.89000E+02      0.00000E+00
      8.42400E-02      4.84400E-03      3.42000E+02      0.00000E+00
      9.45190E-02      5.43500E-03      3.04000E+02      0.00000E+00
      1.06052E-01      6.09800E-03      3.32000E+02      0.00000E+00
      1.18993E-01      6.84250E-03      2.74000E+02      0.00000E+00
      1.33512E-01      7.67700E-03      2.87000E+02      0.00000E+00
      1.49803E-01      8.61350E-03      2.80000E+02      0.00000E+00
      1.68081E-01      9.66500E-03      2.56000E+02      0.00000E+00
      1.88590E-01      1.08440E-02      2.49000E+02      0.00000E+00
      2.11601E-01      1.21675E-02      2.36000E+02      0.00000E+00
      2.37421E-01      1.36520E-02      2.22000E+02      0.00000E+00
      2.66391E-01      1.53180E-02      2.40000E+02      0.00000E+00
      2.98895E-01      1.71865E-02      1.91000E+02      0.00000E+00
      3.35366E-01      1.92840E-02      1.90000E+02      0.00000E+00
      3.76287E-01      2.16370E-02      1.66000E+02      0.00000E+00
