# entry       : 22370 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG,,AV) 
# year        : 1996 
# author      : S.Yamamoto 
# institute   : 2JPNKTO 
# reference   : (J,NST,33,(11),815,199611) 
# facility    : {'x4code': 'LINAC'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.73500E-08      3.95000E-09      1.17700E+05      0.00000E+00
      2.75500E-08      6.25000E-09      9.41000E+04      0.00000E+00
      4.38000E-08      1.00000E-08      7.57000E+04      0.00000E+00
      6.96500E-08      1.58500E-08      6.12000E+04      0.00000E+00
      1.10750E-07      2.52500E-08      4.94000E+04      0.00000E+00
      1.76500E-07      4.05000E-08      4.03000E+04      0.00000E+00
      2.82000E-07      6.50000E-08      3.34000E+04      0.00000E+00
      4.50500E-07      1.03500E-07      2.83000E+04      0.00000E+00
      7.20000E-07      1.66000E-07      2.53000E+04      0.00000E+00
      1.16200E-06      2.76000E-07      2.47000E+04      0.00000E+00
