# entry       : 10221 
# subentry    : 055 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1976 
# author      : M.Lindner 
# institute   : 1USALRL 
# reference   : (J,NSE,59,381,197604) 
# facility    : {'type': 'VDG', 'x4code': '1USALAS'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.21000E-01      3.60000E-05      3.20000E+02      2.56000E+00
      1.54000E-01      4.10000E-05      2.97000E+02      2.67300E+00
      1.98000E-01      4.30000E-05      2.73000E+02      1.91100E+00
      2.64000E-01      4.40000E-05      2.35000E+02      1.64500E+00
      3.00000E-01      1.60000E-05      2.17000E+02      8.68000E-01
      3.98000E-01      4.10000E-05      1.69000E+02      1.52100E+00
      5.25000E-01      2.50000E-05      1.35000E+02      8.10000E-01
      5.80000E-01      3.50000E-05      1.23000E+02      1.47600E+00
      6.00000E-01      1.00000E-05      1.13000E+02      1.01700E+00
      7.20000E-01      1.40000E-05      1.00000E+02      9.00000E-01
      7.79000E-01      2.70000E-05      9.90000E+01      1.38600E+00
      8.00000E-01      2.40000E-05      8.70000E+01      5.22000E-01
      9.35000E-01      2.10000E-05      8.70000E+01      6.96000E-01
      1.01000E+00      2.20000E-05      7.70000E+01      6.16000E-01
      1.07000E+00      1.80000E-05      8.50000E+01      1.19000E+00
      1.24000E+00      1.90000E-05      7.30000E+01      5.84000E-01
      1.44000E+00      1.80000E-05      7.20000E+01      1.15200E+00
      1.52000E+00      1.40000E-05      7.10000E+01      3.55000E-01
      1.66000E+00      1.00000E-05      6.60000E+01      2.64000E-01
      1.90000E+00      1.50000E-05      5.70000E+01      1.53900E+00
      2.14000E+00      1.30000E-05      5.00000E+01      1.45000E+00
      2.37000E+00      1.10000E-05      3.90000E+01      9.36000E-01
      2.73000E+00      7.00000E-06      2.80000E+01      3.64000E-01
