# entry       : 40890 
# subentry    : 003 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG,,AV) 
# year        : 1985 
# author      : L.E.Kazakov 
# institute   : 4RUSFEI 
# reference   : (J,YK,,(2),44,1985) 
# facility    : {'type': 'VDG', 'x4code': '4RUSFEI'} 
# frame       : 
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      3.50000E-03      5.00000E-04      2.76700E+03      0.00000E+00
      4.50000E-03      5.00000E-04      2.17600E+03      0.00000E+00
      5.50000E-03      5.00000E-04      2.02100E+03      0.00000E+00
      6.50000E-03      5.00000E-04      1.73200E+03      0.00000E+00
      7.50000E-03      5.00000E-04      1.55000E+03      0.00000E+00
      8.50000E-03      5.00000E-04      1.35500E+03      0.00000E+00
      9.50000E-03      5.00000E-04      1.18900E+03      0.00000E+00
      1.10000E-02      1.00000E-03      1.17000E+03      0.00000E+00
      1.30000E-02      1.00000E-03      9.87000E+02      0.00000E+00
      1.50000E-02      1.00000E-03      8.25000E+02      0.00000E+00
      1.70000E-02      1.00000E-03      8.02000E+02      0.00000E+00
      1.90000E-02      1.00000E-03      7.09000E+02      0.00000E+00
      2.10000E-02      1.00000E-03      6.88000E+02      0.00000E+00
      2.30000E-02      1.00000E-03      6.17000E+02      0.00000E+00
      2.50000E-02      1.00000E-03      6.28000E+02      0.00000E+00
      2.70000E-02      1.00000E-03      6.01000E+02      0.00000E+00
      2.90000E-02      1.00000E-03      6.21000E+02      0.00000E+00
      3.25000E-02      2.50000E-03      5.53000E+02      0.00000E+00
      3.75000E-02      2.50000E-03      5.26000E+02      0.00000E+00
      4.25000E-02      2.50000E-03      4.68000E+02      0.00000E+00
      4.75000E-02      2.50000E-03      4.48000E+02      0.00000E+00
      5.25000E-02      2.50000E-03      4.08000E+02      0.00000E+00
      5.75000E-02      2.50000E-03      4.00000E+02      0.00000E+00
      6.25000E-02      2.50000E-03      3.91000E+02      0.00000E+00
      6.75000E-02      2.50000E-03      3.82000E+02      0.00000E+00
      7.25000E-02      2.50000E-03      3.69000E+02      0.00000E+00
      7.75000E-02      2.50000E-03      3.59000E+02      0.00000E+00
      8.25000E-02      2.50000E-03      3.46000E+02      0.00000E+00
      8.75000E-02      2.50000E-03      3.32000E+02      0.00000E+00
      9.25000E-02      2.50000E-03      3.23000E+02      0.00000E+00
      9.75000E-02      2.50000E-03      3.18000E+02      0.00000E+00
      1.05000E-01      5.00000E-03      3.22000E+02      0.00000E+00
      1.15000E-01      5.00000E-03      2.96000E+02      0.00000E+00
      1.25000E-01      5.00000E-03      2.85000E+02      0.00000E+00
      1.35000E-01      5.00000E-03      2.83000E+02      0.00000E+00
      1.45000E-01      5.00000E-03      2.77000E+02      0.00000E+00
      1.55000E-01      5.00000E-03      2.81000E+02      0.00000E+00
      1.65000E-01      5.00000E-03      2.76000E+02      0.00000E+00
      1.75000E-01      5.00000E-03      2.71000E+02      0.00000E+00
      1.85000E-01      5.00000E-03      2.66000E+02      0.00000E+00
      1.95000E-01      5.00000E-03      2.60000E+02      0.00000E+00
      2.05000E-01      5.00000E-03      2.61000E+02      0.00000E+00
      2.15000E-01      5.00000E-03      2.69000E+02      0.00000E+00
      2.25000E-01      5.00000E-03      2.69000E+02      0.00000E+00
      2.35000E-01      5.00000E-03      2.58000E+02      0.00000E+00
      2.45000E-01      5.00000E-03      2.57000E+02      0.00000E+00
      2.55000E-01      5.00000E-03      2.50000E+02      0.00000E+00
      2.65000E-01      5.00000E-03      2.49000E+02      0.00000E+00
      2.75000E-01      5.00000E-03      2.47000E+02      0.00000E+00
      2.85000E-01      5.00000E-03      2.17000E+02      0.00000E+00
      2.95000E-01      5.00000E-03      2.09000E+02      0.00000E+00
      3.10000E-01      1.00000E-02      2.04000E+02      0.00000E+00
      3.30000E-01      1.00000E-02      1.89000E+02      0.00000E+00
      3.50000E-01      1.00000E-02      1.75000E+02      0.00000E+00
      3.70000E-01      1.00000E-02      1.63000E+02      0.00000E+00
      3.90000E-01      1.00000E-02      1.55000E+02      0.00000E+00
      4.10000E-01      1.00000E-02      1.51000E+02      0.00000E+00
