# entry       : 20358 
# subentry    : 035 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1969 
# author      : D.Kompe 
# institute   : 2GERKFK 
# reference   : (J,NP/A,133,513,6908) 
# facility    : {'x4code': 'VDG  '} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      1.03000E-02      0.00000E+00      1.13000E+03      0.00000E+00
      1.11000E-02      0.00000E+00      1.34000E+03      0.00000E+00
      1.21000E-02      0.00000E+00      1.17000E+03      0.00000E+00
      1.31000E-02      0.00000E+00      1.03000E+03      0.00000E+00
      1.43000E-02      0.00000E+00      9.62000E+02      0.00000E+00
      1.54000E-02      0.00000E+00      9.06000E+02      0.00000E+00
      1.63000E-02      0.00000E+00      8.60000E+02      0.00000E+00
      1.72000E-02      0.00000E+00      8.76000E+02      0.00000E+00
      1.83000E-02      0.00000E+00      8.39000E+02      0.00000E+00
      1.95000E-02      0.00000E+00      7.31000E+02      0.00000E+00
      2.03000E-02      0.00000E+00      7.24000E+02      0.00000E+00
      2.07000E-02      0.00000E+00      7.27000E+02      0.00000E+00
      2.12000E-02      0.00000E+00      7.11000E+02      0.00000E+00
      2.16000E-02      0.00000E+00      6.88000E+02      0.00000E+00
      2.21000E-02      0.00000E+00      6.66000E+02      0.00000E+00
      2.26000E-02      0.00000E+00      6.45000E+02      0.00000E+00
      2.31000E-02      0.00000E+00      6.53000E+02      0.00000E+00
      2.37000E-02      0.00000E+00      6.63000E+02      0.00000E+00
      2.42000E-02      0.00000E+00      6.65000E+02      0.00000E+00
      2.48000E-02      0.00000E+00      6.59000E+02      0.00000E+00
      2.54000E-02      0.00000E+00      6.36000E+02      0.00000E+00
      2.60000E-02      0.00000E+00      6.31000E+02      0.00000E+00
      2.66000E-02      0.00000E+00      6.29000E+02      0.00000E+00
      2.73000E-02      0.00000E+00      6.36000E+02      0.00000E+00
      2.79000E-02      0.00000E+00      6.40000E+02      0.00000E+00
      2.86000E-02      0.00000E+00      6.30000E+02      0.00000E+00
      2.94000E-02      0.00000E+00      6.20000E+02      0.00000E+00
      3.01000E-02      0.00000E+00      5.90000E+02      0.00000E+00
      3.09000E-02      0.00000E+00      5.69000E+02      0.00000E+00
      3.18000E-02      0.00000E+00      5.52000E+02      0.00000E+00
      3.26000E-02      0.00000E+00      5.51000E+02      0.00000E+00
      3.35000E-02      0.00000E+00      5.46000E+02      0.00000E+00
      3.44000E-02      0.00000E+00      5.40000E+02      0.00000E+00
      3.54000E-02      0.00000E+00      5.30000E+02      0.00000E+00
      3.64000E-02      0.00000E+00      5.32000E+02      0.00000E+00
      3.75000E-02      0.00000E+00      5.37000E+02      0.00000E+00
      3.86000E-02      0.00000E+00      5.38000E+02      0.00000E+00
      3.97000E-02      0.00000E+00      5.28000E+02      0.00000E+00
      4.09000E-02      0.00000E+00      5.01000E+02      0.00000E+00
      4.22000E-02      0.00000E+00      4.75000E+02      0.00000E+00
      4.35000E-02      0.00000E+00      4.59000E+02      0.00000E+00
      4.49000E-02      0.00000E+00      4.60000E+02      0.00000E+00
      4.63000E-02      0.00000E+00      4.60000E+02      0.00000E+00
      4.78000E-02      0.00000E+00      4.53000E+02      0.00000E+00
      4.94000E-02      0.00000E+00      4.42000E+02      0.00000E+00
      5.11000E-02      0.00000E+00      4.30000E+02      0.00000E+00
      5.29000E-02      0.00000E+00      4.19000E+02      0.00000E+00
      5.47000E-02      0.00000E+00      4.06000E+02      0.00000E+00
      5.67000E-02      0.00000E+00      3.97000E+02      0.00000E+00
      5.87000E-02      0.00000E+00      3.89000E+02      0.00000E+00
      6.09000E-02      0.00000E+00      3.83000E+02      0.00000E+00
      6.32000E-02      0.00000E+00      3.79000E+02      0.00000E+00
      6.56000E-02      0.00000E+00      3.76000E+02      0.00000E+00
      6.82000E-02      0.00000E+00      3.73000E+02      0.00000E+00
      7.09000E-02      0.00000E+00      3.68000E+02      0.00000E+00
      7.38000E-02      0.00000E+00      3.60000E+02      0.00000E+00
      7.69000E-02      0.00000E+00      3.51000E+02      0.00000E+00
      8.01000E-02      0.00000E+00      3.39000E+02      0.00000E+00
      8.36000E-02      0.00000E+00      3.31000E+02      0.00000E+00
      8.73000E-02      0.00000E+00      3.22000E+02      0.00000E+00
      9.13000E-02      0.00000E+00      3.15000E+02      0.00000E+00
      9.55000E-02      0.00000E+00      3.10000E+02      0.00000E+00
      1.00000E-01      0.00000E+00      3.06000E+02      0.00000E+00
      1.05000E-01      0.00000E+00      3.06000E+02      0.00000E+00
      1.10000E-01      0.00000E+00      2.93000E+02      0.00000E+00
      1.16000E-01      0.00000E+00      2.84000E+02      0.00000E+00
      1.22000E-01      0.00000E+00      2.79000E+02      0.00000E+00
      1.29000E-01      0.00000E+00      2.75000E+02      0.00000E+00
      1.36000E-01      0.00000E+00      2.78000E+02      0.00000E+00
      1.43000E-01      0.00000E+00      2.73000E+02      0.00000E+00
      1.52000E-01      0.00000E+00      2.67000E+02      0.00000E+00
      1.61000E-01      0.00000E+00      2.60000E+02      0.00000E+00
