# entry       : 40464 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1975 
# author      : E.A.Pavlenko 
# institute   : 4CCPIJI 
# reference   : (C,75KIEV,3,171,7506) 
# facility    : {'x4code': 'REAC'} 
# frame       : Lab
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)
      2.14000E-08      0.00000E+00      1.04000E+05      8.00000E+03
      2.32000E-08      0.00000E+00      9.85000E+04      6.00000E+03
      2.52000E-08      0.00000E+00      1.00300E+05      5.00000E+03
      2.74000E-08      0.00000E+00      1.08000E+05      4.00000E+03
      2.99000E-08      0.00000E+00      8.59000E+04      2.50000E+03
      3.29000E-08      0.00000E+00      9.07000E+04      2.00000E+03
      3.62000E-08      0.00000E+00      8.08000E+04      1.90000E+03
      4.01000E-08      0.00000E+00      7.58000E+04      1.80000E+03
      4.47000E-08      0.00000E+00      7.75000E+04      1.80000E+03
      5.01000E-08      0.00000E+00      6.79000E+04      1.60000E+03
      5.66000E-08      0.00000E+00      6.94000E+04      1.50000E+03
      6.44000E-08      0.00000E+00      6.44000E+04      1.50000E+03
      7.40000E-08      0.00000E+00      6.18000E+04      1.50000E+03
      8.57000E-08      0.00000E+00      5.22000E+04      1.50000E+03
      1.01000E-07      0.00000E+00      4.99000E+04      1.50000E+03
